uid,url,text,original_width,original_height,clip_b32_similarity_score,clip_l14_similarity_score,face_bboxes,sha256,__index_level_0__
32a68715ce7d0d69c9261bc1d447a9b4,https://ae01.alicdn.com/kf/HTB1UCqWLXXXXXbMapXXq6xXFXXXW/ITOP-font-b-Doraemon-b-font-Cookie-mold-Pokonyan-cat-Cookie-Fondant-Cake-Sugarcraft-Choco-Decorating.jpg,"White Cheer Bow with rhinestones
",638,233,0.299072265625,0.32080078125,"[[0.3628773093223572, 0.5014460682868958, 0.4154013395309448, 0.6053475141525269], [0.007563891354948282, 0.6035434007644653, 0.06627997756004333, 0.7126818895339966]]",cd99cc10ed6a7ee884c00b35308a9c2fe3a52d872b6be67371303facb1794cf8,1480
782485265ef75da8dba987620c196f73,https://d25tp5yt5ghnv4.cloudfront.net/image/new1col4/422380,Deserted Venice In Faded Color Effect.  Museum City Is Situated Across A Group Of Islands That Are S,100,105,0.3896484375,0.396484375,[],ce599892c6a9dbb588d743ef66e93864644983113d09361c39b1db771298533d,2819
308afb159e7397e63c05fd0fc4879335,https://cdn.ustatik.com/article/gear/3/5083_0_ver1472337135.jpg,"Patchwork Rug 202X306 Authentic
 Modern Handknotted Light Green/Green
/Olive Green (Wool, Turkey)",300,320,0.312744140625,0.339599609375,[],65da084d4efc2deacc5d5f607b814c79fe99f6da2fab15e259892acef2be7269,3204
e29e677b148dca6ee9f513f045a0c528,https://cdn.shopify.com/s/files/1/1391/6475/files/Musgo_480x480.webp?v=1655113520,"A Lone Passenger Amidst a Graffiti Painted Subway Car Interior, May 1973 Photographie",154,450,0.34228515625,0.394287109375,[],1a2f0b96675776616e48fc785bb0efb0805eed75c15f322c9ee9f1e33df22802,3410
4ae9e7fa459bda32e579a76c8b893a13,https://media.cdn.lexipol.com/article-images/sw-6.jpg?w=300&format=jpg&quality=87,Barcelona Panoramic View From Park Guell In Spain Greeting Card by John Shiron,60,474,0.35009765625,0.333251953125,[],840807e75d0572ccc5a12e12f2a5e28a10c0827c66cbab57625f508c9bb291ad,2113
6315c109a3b4b28f06cc0da5096173ad,http://www.eatmovemake.com/wp-content/uploads/2013/02/B.O.C.-Averie-Pewter-Rose-Gold-at-Famous-Footwear.jpg,French Bulldog Hootie Cutest Steeler ever #hootie #frenchbulldog,800,100,0.285400390625,0.356689453125,[],2d6fb20d9514412cf7c74da1b510d36507c9283d6d335a124098dc49bc7521ec,1132
815e412e95747585f764687ec3be2bfa,http://zythophile.co.uk/wp-content/uploads/2016/11/BionicBrew-logo-300x300.jpg,"Tweed Artist-in-Residence - Marijuana.com feature story, 2016.",119,96,0.300048828125,0.37841796875,[],10c718013a204dc20c08e41ebc092ac561c36a06ae63171d5ef2f5af74a52031,1333
2987c49049f99a8c20a417057e4d42d6,https://earstees.com/wp-content/uploads/2020/12/original-its-always-sunny-in-philadelphia-blink-182-shirt-400x400.jpg,MARCUS says DEAL WITH IT - I by StoicMagic,200,270,0.333984375,0.347412109375,[],6bfbd70548b82a1917428ae10bfa38aaa8f8c4fe1f4c68ac2e7847191b0adfba,1210
168db8a5dbe2f47ce41ff638cf9c73af,https://xn.g00gleweb.com/images/landq-com/cbd/cbd-gummy-bears-dosage.jpg,Solgar Vitamin C Crystals 125 g,300,180,0.33251953125,0.33203125,[],4c7aaf2c89f5575752395f1b913f83c654bbd2f586e1e1ceaaa0c14cb959e7cd,1717
2a4af6fb9841b0674cc99700a2d07aee,https://www.countryshop-el-gringo.nl/data/articles/images/lightbox/big/buckle---gesp----the-trike-brotherhood--_7816_0.jpg?version=at1mdGlkj, The Sims Resource: Espressioni Modern Walls by Devirose,450,293,0.33935546875,0.32080078125,"[[0.5210043787956238, 0.3181343078613281, 0.5500721335411072, 0.3725331425666809], [0.592521607875824, 0.24743767082691193, 0.6239938735961914, 0.3072437644004822], [0.4429236948490143, 0.24648576974868774, 0.47596269845962524, 0.3096214830875397], [0.26715362071990967, 0.32205262780189514, 0.29814621806144714, 0.3793463706970215], [0.4416246712207794, 0.37042978405952454, 0.47354477643966675, 0.4301941394805908], [0.3754243552684784, 0.5141161680221558, 0.4069320559501648, 0.5736389756202698], [0.06854870170354843, 0.268928200006485, 0.09918252378702164, 0.3282598853111267]]",5f22d142295e62d7bf6954047c31caba10c0873e6b501469038fa09ed7d0b7bd,319
701de956622a308b907ee3a0410a9bcb,http://24.media.tumblr.com/tumblr_lw21isA3Cu1qdn2z1o1_500.jpg,Suleymaniye Sundown Triptych 02 Wood Print,190,90,0.324951171875,0.323486328125,[],ba500751221ddc429b8d9a81a2ef11468b10113a3ba4a115ccb1350e40497a58,400
37d0a4d1d1ec981cb8c21682002c116e,https://images-eu.ssl-images-amazon.com/images/I/41Givm5Gn4L.jpg,"Porcupine on spruce branch near Cordova in the Chugach Mountains, Southcentral Alaska, Winter - Stock Image",236,90,0.3623046875,0.376220703125,[],1b433b626670a187abf7d1464e94fefd3abc4f025e74a20ae88e3c29994ce505,1924
b0cb4d310606efb79b3181fde8bf5a8b,https://s.yimg.com/aah/finnstyle/arabia-moomin-snufkin-mug-44.jpg,Jellyfish Brushes,50,300,0.3173828125,0.3271484375,[],24911237240acca08c4d53ba70c696a3cb65c7c3c7774438f262476c8507c45d,364
8fd02e9c67ec90a33032aa54b974da94,https://static-mapetitemercerie.o10c.net/179778-home_default/polyester-mesh-fabric-neon-pink-x-10cm.jpg,I Believe! Cute Yeti Kids Clothes,450,500,0.332275390625,0.32275390625,[],96be00b6cfd38be8fbbc36451f1f1cd013336e81221ece3787cdb2e88b8721a9,1138
a51ae5d74f0291047206d4721d7a301c,https://i.pinimg.com/236x/33/a8/e6/33a8e66c99b6af8e47ccafd9ad2ab84d--little-princess-fairy-tales.jpg,1 Dahlia Saint Martin,225,280,0.399169921875,0.3564453125,[],ae19568d45cdec3bd8b69b18e3dd2c0da76821d1b141eb74b0912b62b44b017e,746
be4ac4b72002a5fa7c76264cd4850f00,https://image.shutterstock.com/image-vector/funny-snowman-celebrates-new-year-260nw-119683999.jpg,ФОТО inner size 30*40cm  screen frame 2015 type self-tensioning screen frame easy operate high quality no need strecter,1500,585,0.30908203125,0.321533203125,"[[0.3917616605758667, 0.3422606289386749, 0.5627062320709229, 0.611512303352356]]",fa4cb2dc6bd43820d872db970fbcf73d8757b907543ef3ee0841f72af790a604,563
92a85355be0bd485c9746d00920a8ad3,https://i1.wp.com/i.ytimg.com/vi/clRPZXh3EeQ/sddefault.jpg?w=1080&ssl=1,1992 CADILLAC ALLANTE CONVERTIBLE - Front 3/4 - 20662,45,120,0.337646484375,0.4140625,[],999fac99adeab501d979957c288d8359b541b2aa714c2e24a7e0ada199d89b2c,2812
10bbcd1cec9daaefb577804015d57099,http://image.shutterstock.com/display_pic_with_logo/1059122/213919138/stock-photo-multicolored-crayons-on-a-white-background-213919138.jpg,Talks Hub -  small and medium businesses,142,799,0.348876953125,0.3271484375,[],e101cfc4be016e4432fbb0b5a8557c2ce842eef0d5e999689ac370fe92a0aa48,2850
863c550f697d0a757ba09167e1d8a4ed,https://humanities-digital-library.org/index.php/hdl/$$$call$$$/submission/cover/thumbnail?submissionId=92&random=92615064f80ad2c,DAEWOO KOR63050S Service Manual,300,120,0.332763671875,0.332275390625,[],047b16ab730ca39ec3af8571788b82cf13d2fc359a475a7a40373251a751ae4f,1472
ef07acf5e29a6900e221af9a4e1bb8c0,http://media.cymaxstores.com/Images/3649/1509546-L.jpg,The 2012 Hot Docs Forum at Hart House in Toronto. Photo by Joseph Michael,600,704,0.2734375,0.32861328125,[],cd61fb18e361adc9788d60a9f048b7ac65f16905bbc0c8a05728b7a25ac2c2ef,964
5a4a9b7ce6a40307df72ba9111a4f482,http://thumbs.ebaystatic.com/images/g/uXMAAOSwxN5WZGu-/s-l225.jpg,Microsoft CEO Steve Ballmer's tongue,160,263,0.301025390625,0.333251953125,[],e625c2bd47cd21058d2f0a33b3efeaed01def1dddcc9d959eb9e3ea9cd80041e,3250
9def66d2cf77d7ab963e38b393ea068d,https://i1.wp.com/missionlocal.org/wp-content/uploads/2014/01/IMG_2601b.jpg?fit=600%2C400,"Robbery  No, because there’s no threat of harm or harm.  A pickpocket would be charged with Larceny.",180,1500,0.33154296875,0.347900390625,[],7925876fb6ce97e4049a679088d17e9887b759434a89c36ec64a4305c23aed34,3337
5ae31239883b393ce3f9d313e62e8094,https://static-2.ivoox.com/canales/5/1/2/2/681469702215_MD.jpg,Richard Herring ,800,324,0.3505859375,0.341064453125,[],8d66274bc3e750e3dc1cddb7bf6b55d0cbd157fd08f414b094e8670b308fda5c,1972
68df8c5b6a916abcd4437cff9a00c6d9,https://gp3.googleusercontent.com/a/AATXAJydcBBFg0vW77LL3ClBGoDUuygIWMqpQmX5qZl9=s32-p-no,"BOOK REVIEW: Peas and Quiet by Gabrielle Tozer, illustrated by Sue deGennaro",236,359,0.40966796875,0.3291015625,[],c89d2eb37a12f85b450ff4dd0efa57f799f21d666c0b3d09fdb412f1f5fd0041,2549
281e674ab3072e788e95414383680653,https://www.dhresource.com/0x0s/f2-albu-g4-M00-66-21-rBVaEVmeLkCATnTkAAI1pOeqO1I187.jpg/100pcs-8-quot-20cm-legend-of-zelda-phantom.jpg,Cold Fusion Brewing T-Shirt,200,350,0.40087890625,0.32568359375,[],0f79156ca97bc871c0ddd7d3c44e403b7bcc1cd98b2e9ad76c21f02eeceb3b92,1062
70af469b6250a7c14672d4aa4ea3c10a,https://i.ebayimg.com/images/g/YH8AAOSw-VlhXX~v/s-l960.jpg,Lightweight Check Wool and Silk Scarf in Stone - Women | Burberry Australia - gallery image 1,612,414,0.40234375,0.35302734375,[],4dc2ade236005a02d7c638ed5c093f838e8e78c7caf95c2e8104ebf62d25b6c6,1615
e78afb7e8b8c0ef38fca96048eb57b8c,https://www.entertainingdiva.com/recipes/wp-content/uploads/sites/10/2016/05/patriotic-rice-krispy-treats-by-blooming-homestead.jpg,Photo of: Mom&#39;s Hearty Beef Stew with Dumplings,320,166,0.389404296875,0.3466796875,"[[0.1212489977478981, 0.1431705802679062, 0.22217503190040588, 0.2919423282146454], [0.9049121737480164, 0.1446915566921234, 0.9375016093254089, 0.20252178609371185], [0.8717451691627502, 0.5000180602073669, 0.9105184674263, 0.5595920085906982], [0.8015894293785095, 0.75644850730896, 0.8460814356803894, 0.8249000310897827], [0.6271436214447021, 0.7409926056861877, 0.6783593893051147, 0.8091983199119568], [0.7004028558731079, 0.7914074659347534, 0.7422314286231995, 0.8586381673812866], [0.7683857083320618, 0.22065290808677673, 0.809054970741272, 0.29166775941848755], [0.8899917602539062, 0.3434356451034546, 0.9221289753913879, 0.39603033661842346], [0.8281442523002625, 0.5067624449729919, 0.8650994300842285, 0.5633015632629395], [0.8307016491889954, 0.6960452795028687, 0.8708239197731018, 0.76267009973526], [0.19307559728622437, 0.8390007019042969, 0.23235394060611725, 0.8991143703460693]]",06f4345e531a78493efe5a429bb81262491b3674ef34051aa2315adcc54d32bd,2592
01fcdedf7f1d30b9cd93b40cbe61972a,https://c8.alamy.com/comp/BPNR7G/skeleton-children-scraps-the-corpse-bride-2005-BPNR7G.jpg,Eagle Home Mortgage,220,500,0.337158203125,0.325439453125,"[[0.5355200171470642, 0.5232129096984863, 0.5963021516799927, 0.587195098400116], [0.6637020707130432, 0.5032405853271484, 0.7556886076927185, 0.5800106525421143]]",b023b2b84f61b85555a7f02c42d7528b9476e56881e01d97b953d65c1ac9681f,2194
8eb143326274fdb2359f61acd1b56c7b,https://img1.etsystatic.com/123/1/10025866/il_340x270.987826365_gh6i.jpg,BionicBrew logo,205,300,0.365478515625,0.3623046875,[],11f35efa6b0131231599624408efbb7f09de1072caee27751bfe8e563ce71ad1,452
56993d3cadb9901846d5f610ba9c9f6d,http://tse3.mm.bing.net/th?id=OIP.d84Hn5g0aV9q7WMQsb2hOAHaJQ,4WD Kleine Backhoe XCMG Lader (XT870),150,480,0.374755859375,0.4111328125,[],c6d7af242e7cd9de2c22bb81da3cddace17d77df35b98a37bc02c424cf522529,1183
40416d646b60fd429eafd510316ededb,https://www.srilankaprinterprice.com/image/cache/catalog/Printers/canon/canon-mf-241d-duplex-photocopy-machines-sri-lanka-price-80x80.jpg,Cpu Antigo Itautec Slim Infoway Business,300,285,0.406494140625,0.3427734375,"[[0.3597993552684784, 0.38642627000808716, 0.47210556268692017, 0.469855934381485], [0.28366243839263916, 0.26784244179725647, 0.37341609597206116, 0.3513203561306], [0.16927067935466766, 0.30187344551086426, 0.2693098485469818, 0.4024307131767273], [0.5357147455215454, 0.6303085684776306, 0.6437728404998779, 0.7191541194915771]]",50359b03160af3595f01d18559f566edcb535290b88488a8785e70befc61b1b5,2534
6a6312ebefa20b8bb3b570a8c68bf66e,https://i2.wp.com/i.pinimg.com/originals/32/41/ec/3241ec9fb459afc937c3fceec7bef041.jpg,"5 in X 1-1/2 in Mold-On Rubber Caster Kit 2 Swivel, 2 Rigid",234,142,0.39794921875,0.3720703125,[],c5daec82fc0721956f586a6f84c0cd0b26b5fd7cef9eb897836337be00edcf7c,740
308f54a572b895dc924ff042a9e74c1b,https://www.closetcooking.com/wp-content/uploads/2007/01/Kimchi-and-Bacon-Grilled-Cheese-Sandwich-500-5619-15.jpg,The Trainer Cribbage Board - 2 Track,300,400,0.343017578125,0.32958984375,[],0cae85cacb3f59661f8f678d19c76ebcafa2bbcefee142d209a0fdbb7f8fbca6,2004
f607818fcd342cb51f546e0344c2ab81,http://i3.cpcache.com/product/692993827/south_african_button_tshirt.jpg?height=225&amp;width=225,Disney Frozen 2 Party Loot Bags - Pack of 6 Product Image,650,300,0.393310546875,0.322998046875,[],3103a8cd86056d619475e83a5d9ff525e7f56bf7601eaed81ca5e43be9c543fe,1078
bd2b7504cf8a4b6d860c14f22dc4c893,"https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/31e25f22-dd53-40f2-80c0-1a987e494092/d7s7qp4-bf49a224-64ac-4bbd-98cc-06065fd2539c.png/v1/fit/w_150,h_150,strp/circle_clock_png_by_jayamin_d7s7qp4-150.png?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7ImhlaWdodCI6Ijw9MzUwIiwicGF0aCI6IlwvZlwvMzFlMjVmMjItZGQ1My00MGYyLTgwYzAtMWE5ODdlNDk0MDkyXC9kN3M3cXA0LWJmNDlhMjI0LTY0YWMtNGJiZC05OGNjLTA2MDY1ZmQyNTM5Yy5wbmciLCJ3aWR0aCI6Ijw9MzUwIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmltYWdlLm9wZXJhdGlvbnMiXX0.mpR6Mm96dGVP3ZYap0LtBYagmskg9Ft3P8YalHnYUv4",Carex Bed Buddy Sinus Pack (),144,500,0.275390625,0.356689453125,[],1a771df565f45b50083222ca28d6e5eb08220f73893af36562f332dcf4a8751f,2286
e5023860b64bf3ac77c25690c8a171bc,https://junkmailimages.blob.core.windows.net/thumb/f3e36c2d91f8438b986d77bd0c0cf376.jpg,Sculpture: Rottweiler Dog - Collectible Statue Figurine Figure Puppy Sculpture,421,220,0.331298828125,0.333251953125,[],2f87598655e420988a0176c7604c9685c88bc2d22567790fdc98d5d4e699a2a9,1119
fd1bb46989976697d66d5557a61dcbb7,https://ae01.alicdn.com/kf/HTB1qZUVKFXXXXcTXFXXq6xXFXXX5/inner-size-30-40cm-screen-frame-2015-type-self-tensioning-screen-frame-easy-operate-high-quality.jpg,Vermilion Energy Inc  Shares Sold by Tocqueville Asset Management L.P.,200,236,0.380615234375,0.323486328125,"[[0.39124947786331177, 0.13411176204681396, 0.4389972686767578, 0.19826850295066833]]",fdcaab95a376194ed9297f2e47e436b9b8fe982d31076e5c85da52f51749580a,2791
826da8af0d3f78d9a267473c911e8509,https://magforum.files.wordpress.com/2015/06/vintage_view_2014xmas.jpg?w=205&#038;h=293,"The Signs of the Messiah John 2:13–4:54 – Jesus’ ministry in Jerusalem, Judæa, Samaria, and to Gentiles The section concludes with Jesus’ ministry to ",630,800,0.318115234375,0.329833984375,[],0dd2e0ab6018d078e97f8dcbc8170262f4eb6f46b0ab7a4c1bb5d5ede24da641,1958
d32e4ae76e6c942935024da86c0e0c34,https://i1.wp.com/m.media-amazon.com/images/I/51MTMGvCW9S._SL160_.jpg?w=825&ssl=1,"Patti Smith performs at the &#39;Stopp - Let&#39;s Protect the Park&#39; nature benefit concert at Harpa Concert Hall on March 18, 2014 in Reykjavik, Iceland.",300,600,0.355224609375,0.32958984375,[],f1934f6e273aea58c15be4db97514caa75fba2375897fec08ad183c52d2a6cde,974
c56a11879c874e7a85c95284d402072b,https://www.cookingclarified.com/wp-content/uploads/2014/11/image1-1024x657.jpg,Lanvin Eclat De Fleurs EDP 100ml for Women,95,500,0.3583984375,0.340087890625,"[[0.5453048348426819, 0.14939627051353455, 0.7525497674942017, 0.5166296362876892], [0.32088708877563477, 0.00950966589152813, 0.5334885120391846, 0.30848321318626404], [0.0, 0.0, 0.1479647159576416, 0.1714465320110321]]",54c2a811c3bab475f494e786b5d9e4c09bf762e70ae0c665c88d994088bfcbb1,1561
07e44495b416c1c2a03bb4d3abfa1d26,"https://image.spreadshirtmedia.com/image-server/v1/products/2059407/views/1,width=500,height=500,appearanceId=2,version=1485256808.jpg",All Crusades Are Just. Alt.1 - Kids' Premium Longsleeve Shirt,238,252,0.38037109375,0.335205078125,[],89c30cc2aae96b763f01ec12a41e7303662f6b0fa70c9ec95b5a2957ccd8020b,3151
471a47cbdce752048d79dd7337a459af,https://docs.autovitals.com/Photos/ShopLogos/r_premier%20car%20care%20logo.png,"TICONDEROGA Pencils, Wood-Cased Graphite #2 HB Soft, Pre-Sharpened, Black, 10-Pack (13915)",1000,250,0.328125,0.32177734375,[],a7b252db869848f47b5fb85dcda816632ff87817d8216bde18a0b05c9219a27b,1979
a124008ae6154a0a4165f1c131d6620b,http://pictures.maxstore.de/1852162/842/17638842.jpg,Free Disney Halloween Coloring Pages Lovebugs And Postcards Halloween Coloring Pages Mickey Mouse Coloring Pages Halloween Coloring,500,193,0.271484375,0.323974609375,[],95a56c8944a3c8611852281fbb2e7631f23ded7c0abcd6673c3e126c2bfb32eb,2144
b1a92f38f2788322a0c61868a184ca00,https://images.clipartof.com/small/1375135-Clipart-Of-A-Retro-Amish-Farmer-Man-Pushing-A-Wheelbarrow-With-A-Crowing-Rooster-On-A-Farm-Within-An-Oval-Royalty-Free-Vector-Illustration.jpg,Suzuki SX4 GL 2014,450,141,0.2427978515625,0.328857421875,[],a123c5847d84657abf6a3f9d41e4add8853a2783be8f2185ae4d42a5463ea0c6,1322
2699560c125774fd92bb8487a8f89ca9,http://rlv.zcache.com.au/keep_calm_and_focus_on_gross_lovers_mug_sets-r06a37aea3d9944d49ef44ad56b5efaab_za2dq_324.jpg?rlvnet=1,"Labrador Specialty Show Jabalpur -2014 | ex-77,labrador retriver,sw-127,",64,375,0.326171875,0.351806640625,[],817876a846b52d5f4dae6417d4d52ddce7c4ba04c6d6535889766c5724e0461d,2139
9d805699c62581204bcfe6687c1dfc6f,http://static.brusheezy.com/system/resources/thumbnails/000/033/265/small/Jellies_thumb.jpg,13 VENTS Muscat Sec,640,270,0.3564453125,0.356201171875,[],8ef0299162563aa0cd4b15d2cb7e4209b99d4ed824622ddb3f0fdd0cf3e57912,182
b7d84aee07117855c43ca6ab3ed6fd85,https://fansedge.frgimages.com/FFImage/thumb.aspx?i=/productImages/_1638000/ff_1638518_xl.jpg,Trinity College Comm Child Center- Campus Care,878,300,0.367919921875,0.344970703125,"[[0.21453464031219482, 0.06505035609006882, 0.7738264799118042, 1.0]]",b6b02476ec37f22f1f6f383d3ca87b68a467403ad71ead4f301be0092f825841,1490
253df717c9ac476c42aff341aee5c1ca,https://media.gettyimages.com/photos/two-entwined-koi-fish-in-a-dark-pond-picture-id154933034?s=612x612,Dubai TV Channels uses Talkwalker's social intelligence to make data-driven decisions,150,751,0.3447265625,0.35595703125,[],ac6b89570bd0962b407e7356c6381f92d58224ba41b0be369200d9969affeedc,2910
c93f7d46c58e972a4952d2497dbbaf9a,http://us.123rf.com/450wm/iimages/iimages1409/iimages140901100/31923252-illustration-of-many-elfs-with-presents.jpg?ver=6,"Salcombe Distilling Co. Metal, laser cut sign",500,132,0.363525390625,0.321044921875,[],5baca8a2470f37dd324f6b787d66b57ba27c54000f3102274e017a2c3c2aac85,1310
3d8f6465630c5752b83fd9adb78d8512,"http://ih0.redbubble.net/image.118458497.3473/papergc,220x200,w,ffffff-pad,220x200,ffffff.2.jpg","Three monkeys relax and groom each other in a hot spring while snow falls around them.  The animals appear very content sat in the warm water as the air outside the pools drops to almost -10 degrees Celsius.<br />
<br />
The endearing pictures were captured in the Joshinetsu Kogen National park in Japan, which is famous for its large population of wild Japanese macaques, more commonly known as snow monkeys, that go to the valley during the winter.  SEE OUR COPY FOR DETAILS.<br />
<br />
Please byline: Kosuke Kitajima/Solent News<br />
<br />
© Kosuke Kitajima/Solent News & Photo Agency<br />
UK +44 (0) 2380 458800",150,200,0.344482421875,0.3427734375,[],4e4ce3a7c0d25092691b74beb7c554a0184528deca7552cdce82491732598667,3171
e061ed4dcbdabceda8e4ddfb6e4fd52f,https://i.ebayimg.com/images/g/kykAAOSwu4BVvLjN/s-l1600.jpg,Wholesale 2000Pcs Metal Capacitive Pen Stylus Pen Touch Pen For IPAD iphone3G 3GS 4 4S/iPad/iPod touch,500,200,0.362548828125,0.341064453125,[],c2c57964881d416b50c00143cd90cbd5c3c20cc507366090c079d584b7d5e24e,2686
cc89780034a4130b80f08d82a152d43a,http://emj.icbdr.com/mediamanagement/60/mbm7vr61d3vmzsjw360.jpg,How often should you change your furnace filter thriftyfun for How often should u change your mattress,120,200,0.358642578125,0.322998046875,[],a6d330c1af386846678a6d354656886be0fcf476758ac6e2d253b402cf364270,884
c910a792abad3d5e6b8e799fc28a2554,https://images.safety-glasses.org/l-m/blue-soft-silicone-earplus-swim-V2H7JOaCEA3yQQ.jpg,Bar Maid GWM-1 Manual Pre-Scrubber / Glass Washer,200,400,0.355224609375,0.335693359375,[],b44c5ac99a6bcd6935d7995195173e77c1c8ecf5614b1dc9ba91099a543c956d,1059
b1b585c118759762d48b573650d0871a,http://fansedge.frgimages.com/FFImage/thumb.aspx?i=/productImages/_1159000/ff_1159945_xl.jpg,Aspen Trail 1950 BH 2021-LM Cossette inc. vr roulotte fifth wheel caravane rv travel trailer - cherokee grey wolf pup kodiak aspen trail arctic wolf alpha wolf cub apex nano roulotte a vendre trois-rivières,236,496,0.36083984375,0.352783203125,[],461dc2bc0348fc929e53436ebc88b0dcabcbbb56f725589c5de8c4c2bb842799,5
f8095e3144fa28ad2e5c2ed99bef3f92,https://casinoimg.com/imgs/casino_sites/main/722.jpg,Causes of secular stagnation,500,514,0.361572265625,0.3291015625,"[[0.4922063946723938, 0.06799355149269104, 0.6251124143600464, 0.1908269077539444]]",7e3ac340b1c20109a6e2aafcfa810be29fd36e306e936a495c411522c3a27c0d,2249
64892e6d5335e0c6d39576fc56838a30,https://www.gannett-cdn.com/-mm-/5918d4728d666186df197967c3dc34b27abbb449/c=684-0-6000-3996/local/-/media/Salisbury/2014/06/18/oceanviewtownhall.jpg?width=534&height=401&fit=crop,Metal Compact Camcorders - jvc gy-hm170u 4kcam compact professional camcorder with top handle audio unit,800,324,0.360107421875,0.335693359375,[],fbd1b2c2b2c7414591637a30c28f9396cade5e6a5fdbbc4dbd505ec38fea3276,1534
08dc630dd68ea6298ed05ee59c47c2ed,https://i0.wp.com/produnia.com/wp-content/uploads/2019/12/Game-size-before-install-1.png?resize=851%2C719&ssl=1,T-Shirts ~ Men's Ringer Shirt ~ Portugal Tee,420,356,0.40966796875,0.343505859375,[],b7961dfc2e063a00a4787604c79490ef71f2bb1c2f8869e3e0c2751a4538dad2,2913
