action,observation.state,timestamp,frame_index,episode_index,index,task_index
"[-0.8387792706489563, -2.02638840675354, 0.15646487474441528, -0.08590157330036163, 2.060135841369629, 0.7726649641990662, -0.6698902249336243, 0.2199999988079071, 0.03712105751037598, 2.0662708282470703, -0.18254226446151733, -0.05061977729201317, -1.4618829488754272, 0.056756392121315, 1.7257270812988281, 1.0, 0.0]","[-0.1210157498717308, -2.026014804840088, 0.020189648494124413, 0.08271299302577972, 1.1728144884109497, -0.07505245506763458, -0.9539042711257935, 1.0, 0.03982090204954147, 2.0658531188964844, -0.18406260013580322, -0.04297935217618942, -1.4629381895065308, 0.05666014924645424, 1.7222975492477417, 1.0, 55.099998474121094, 6.610000133514404, -4.388000011444092, 10.529999732971191, 0.33500000834465027, 0.6499999761581421, -0.16300000250339508, 13.168999671936035, -3.052999973297119, 44.07400131225586, 0.18199999630451202, 1.3530000448226929, 0.20000000298023224, 0.0, 0.0, 0.22200000286102295, -0.12600000202655792, 0.017999999225139618, 0.0, 0.04800000041723251, -0.017999999225139618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006000000052154064, -0.5706310272216797, 0.05871099978685379, -0.011369000189006329, 0.5493469834327698, -0.13033799827098846, -0.8231350183486938, 0.06063700094819069, 0.5588769912719727, 0.016081999987363815, -0.04301600158214569, 0.5321559906005859, 0.027984000742435455, 0.8461229801177979, 0.010061999782919884]",15.066666666666666,86,0,100,0
"[-1.3121658563613892, -2.0263893604278564, 0.07224901020526886, 0.10492320358753204, 2.653326988220215, 0.8289638161659241, -1.5281511545181274, 0.2160000056028366, 0.46694284677505493, 1.9389503002166748, -0.5905809998512268, -0.647339403629303, -1.6597658395767212, -1.3373239040374756, 1.3876382112503052, 1.0, 0.0]","[-1.1609485149383545, -2.0249853134155273, 0.12307485193014145, 0.22561104595661163, 2.4320240020751953, 0.9877398014068604, -1.2309753894805908, 0.3738333284854889, 0.030432799831032753, 2.054248809814453, -0.29755741357803345, -0.18791905045509338, -1.52668297290802, 0.02420314960181713, 1.6999266147613525, 1.0, 55.099998474121094, 15.987000465393066, -4.3470001220703125, -0.42500001192092896, 0.22200000286102295, 1.0089999437332153, -0.1860000044107437, 18.22100067138672, 0.7080000042915344, 44.15399932861328, -0.009999999776482582, 1.5570000410079956, 0.013000000268220901, 0.1080000028014183, 0.0, 0.06599999964237213, -0.5040000081062317, 0.1080000028014183, 0.3059999942779541, -0.6840000152587891, -1.0980000495910645, 0.0, -1.1460000276565552, -0.828000009059906, -0.9359999895095825, -1.7999999523162842, -0.4320000112056732, -0.12030500173568726, 0.48538100719451904, -0.048618998378515244, 0.25184300541877747, -0.9385600090026855, -0.1357019990682602, -0.1930380016565323, 0.5799310207366943, 0.034226998686790466, 0.011342000216245651, 0.5942010283470154, -0.06937900185585022, 0.8011999726295471, -0.013749999925494194]",0.7333333333333333,75,0,340,0
"[-1.2528011798858643, -2.0263893604278564, 0.0650397539138794, 0.09019716829061508, 2.5414998531341553, 0.8555010557174683, -1.2977476119995117, 0.2199999988079071, 0.4330418109893799, 1.9549033641815186, -0.5192515254020691, -0.6410493850708008, -1.65056312084198, -1.3655484914779663, 1.28087317943573, 1.0, 0.0]","[-0.5238664746284485, -2.025491237640381, 0.7532989978790283, 0.26230838894844055, 1.5062665939331055, 1.1405843496322632, -0.7865063548088074, 1.0, 0.0393497534096241, 2.0658183097839355, -0.18399278819561005, -0.04263035207986832, -1.4629381895065308, 0.05650309845805168, 1.7207270860671997, 1.0, 55.099998474121094, 16.003999710083008, -3.759999990463257, 0.24500000476837158, 0.21400000154972076, 0.9620000123977661, -0.18299999833106995, 14.208000183105469, -2.372999906539917, 44.23699951171875, 0.16099999845027924, 1.4359999895095825, 0.18700000643730164, -1.878000020980835, -0.024000000208616257, 0.828000009059906, -1.2239999771118164, 0.36000001430511475, -1.0740000009536743, -0.12600000202655792, 0.029999999329447746, 0.0, 0.0, 0.0, -0.012000000104308128, 0.0, 0.0, -0.30872899293899536, 0.365556001663208, -0.025429999455809593, 0.3668150007724762, -0.8801199793815613, -0.18810799717903137, -0.23547600209712982, 0.5588340163230896, 0.015814999118447304, -0.043122999370098114, 0.5320180058479309, 0.027519000694155693, 0.8462309837341309, 0.009562999941408634]",2.3,14,0,166,0
"[-0.07961282134056091, -2.023780584335327, 0.39392542839050293, 0.14802847802639008, 1.115816354751587, 1.5042208433151245, -0.7004164457321167, 1.0, 0.03696765378117561, 2.0662708282470703, -0.18714474141597748, -0.044638361781835556, -1.466484785079956, 0.056756392121315, 1.7211251258850098, 1.0, 0.0]","[-1.3124668598175049, -2.0262067317962646, 0.04985465109348297, 0.06435559689998627, 2.6699025630950928, 0.8499022722244263, -1.46560800075531, 0.37058332562446594, 0.493712842464447, 1.9443312883377075, -0.637151837348938, -0.665979266166687, -1.6757409572601318, -1.3357101678848267, 1.4267120361328125, 0.4413333237171173, 55.099998474121094, 12.284000396728516, -12.07699966430664, -6.76200008392334, 2.51200008392334, 0.546999990940094, 0.2549999952316284, 31.871999740600586, -13.748000144958496, 38.95100021362305, 2.421999931335449, 2.677999973297119, -0.3160000145435333, 0.006000000052154064, 0.0, 0.0, 0.0, 0.0, -0.012000000104308128, -0.012000000104308128, 0.0, -0.09000000357627869, 0.05400000140070915, -0.3240000009536743, 0.0, -0.3240000009536743, 0.13199999928474426, -0.07361800223588943, 0.47699299454689026, -0.0950080007314682, 0.1894969940185547, -0.9535470008850098, -0.18255899846553802, -0.14666099846363068, 0.28516799211502075, 0.39041298627853394, 0.09058000147342682, 0.3400929868221283, -0.8514249920845032, 0.25326699018478394, 0.30865299701690674]",6.566666666666666,171,0,283,0
"[-1.2804126739501953, -2.0263893604278564, 0.07669804245233536, 0.11581456661224365, 2.5726397037506104, 0.8375535011291504, -1.4704734086990356, 0.2160000056028366, 0.4371839165687561, 1.9415580034255981, -0.551312267780304, -0.6396694183349609, -1.6589988470077515, -1.3456064462661743, 1.3253586292266846, 1.0, 0.0]","[-1.0867161750793457, -2.024601459503174, 0.13038639724254608, 0.21809010207653046, 2.449159860610962, 1.041398525238037, -1.2186555862426758, 0.3734166622161865, -0.31471073627471924, 2.060810089111328, -0.05168689787387848, -0.28686052560806274, -1.4531662464141846, -0.7857909202575684, 1.4702671766281128, 1.0, 55.099998474121094, 18.702999114990234, -1.1180000305175781, 3.3429999351501465, 0.009999999776482582, 1.3980000019073486, -0.257999986410141, 19.374000549316406, -15.236000061035156, 47.32600021362305, 1.4140000343322754, 1.8300000429153442, 0.8349999785423279, 0.36000001430511475, 0.0, 0.0, 0.024000000208616257, 0.2160000056028366, 0.017999999225139618, 0.09000000357627869, -2.0460000038146973, -0.07199999690055847, 3.257999897003174, -0.017999999225139618, 0.3779999911785126, -7.122000217437744, -1.1699999570846558, -0.15172900259494781, 0.4663209915161133, -0.05419699847698212, 0.23073600232601166, -0.9426029920578003, -0.1541849970817566, -0.1857060045003891, 0.5529559850692749, -0.05540800094604492, 0.06225400045514107, 0.6447319984436035, -0.1447789967060089, 0.7253040075302124, 0.1931149959564209]",16.533333333333335,454,0,420,0
"[-0.8390861749649048, -2.02638840675354, 0.3973000943660736, -0.036047499626874924, 1.867927074432373, 0.781869113445282, -0.7771148681640625, 1.0, 0.038348376750946045, 2.0662708282470703, -0.18407638370990753, -0.05061977729201317, -1.4618829488754272, 0.056756392121315, 1.7241930961608887, 1.0, 0.0]","[-0.8900895714759827, -2.0259974002838135, 0.14200809597969055, -0.10806784778833389, 2.0612637996673584, 0.7227964997291565, -0.6665900349617004, 0.37591665983200073, 0.03830274939537048, 2.0658531188964844, -0.18247464299201965, -0.050587549805641174, -1.461594581604004, 0.056747402995824814, 1.7269916534423828, 1.0, 55.099998474121094, 15.560999870300293, -3.9089999198913574, 1.2690000534057617, 0.3479999899864197, 0.9150000214576721, -0.296999990940094, 13.281999588012695, -3.368000030517578, 44.222999572753906, 0.19300000369548798, 1.343000054359436, 0.21699999272823334, 0.06599999964237213, 0.0, -0.17399999499320984, 0.07199999690055847, 0.0, 0.04800000041723251, 0.1860000044107437, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012000000104308128, -0.23734000325202942, 0.42187801003456116, -0.10260699689388275, 0.33348000049591064, -0.9100620150566101, -0.19810399413108826, -0.14605499804019928, 0.5600780248641968, 0.01575700007379055, -0.040539998561143875, 0.5351849794387817, 0.03158099949359894, 0.8440520167350769, 0.01245999988168478]",16.1,56,0,426,0
"[-1.262925624847412, -2.0263893604278564, 0.07194220274686813, 0.09664004296064377, 2.542726993560791, 0.8466041684150696, -1.3896331787109375, 0.2160000056028366, 0.4367237389087677, 1.9484606981277466, -0.5367391705513, -0.6370623111724854, -1.65424382686615, -1.3578786849975586, 1.2940653562545776, 1.0, 0.0]","[-0.6597670316696167, -2.025944948196411, 0.7831560373306274, 0.15240830183029175, 1.5123043060302734, 1.0310157537460327, -0.783330500125885, 1.0, 0.04058869928121567, 2.0658183097839355, -0.18401025235652924, -0.04596330225467682, -1.463112711906433, 0.056590352207422256, 1.7207270860671997, 1.0, 55.099998474121094, 19.583999633789062, -4.613999843597412, 0.23199999332427979, 0.2939999997615814, 1.1799999475479126, -0.25999999046325684, 13.220000267028809, -2.4820001125335693, 44.00600051879883, 0.10700000077486038, 1.3200000524520874, 0.19499999284744263, -1.0800000429153442, 0.0, -0.006000000052154064, -1.0019999742507935, 0.0, -1.0800000429153442, 0.041999999433755875, -0.07199999690055847, 0.0, 0.0, -0.07800000160932541, 0.024000000208616257, 0.0, 0.012000000104308128, -0.28250399231910706, 0.389847993850708, -0.05305600166320801, 0.3385559916496277, -0.8974050283432007, -0.18854700028896332, -0.21093200147151947, 0.5593370199203491, 0.016743000596761703, -0.042027998715639114, 0.5333930253982544, 0.026805000379681587, 0.8453810214996338, 0.010169999673962593]",8.933333333333334,99,0,187,0
"[-0.9607313275337219, -2.0256214141845703, 0.12225691974163055, 0.14296607673168182, 2.3244400024414062, 0.9637994766235352, -0.8783575892448425, 0.2199999988079071, 0.034820009022951126, 2.0662708282470703, -0.1882186084985733, -0.04018932953476906, -1.4677125215530396, 0.056756392121315, 1.7220455408096313, 1.0, 0.0]","[-1.270656704902649, -2.0255260467529297, -0.02614010125398636, 0.05906825140118599, 2.665853977203369, 0.8716972470283508, -1.3655496835708618, 0.2724166810512543, 0.4748319685459137, 1.9292371273040771, -0.6332604885101318, -0.878467857837677, -1.617266058921814, -1.3385196924209595, 1.5504847764968872, 0.41850000619888306, 55.099998474121094, 16.540000915527344, -0.9760000109672546, 1.9789999723434448, 0.13300000131130219, 1.0369999408721924, -0.3019999861717224, 26.6299991607666, -4.755000114440918, 28.12299919128418, 0.17599999904632568, 1.7599999904632568, 0.17800000309944153, 0.041999999433755875, 0.0, -0.041999999433755875, 0.041999999433755875, -0.06599999964237213, 0.3779999911785126, 0.3659999966621399, -0.017999999225139618, -0.23399999737739563, 0.0, 0.0, 0.515999972820282, 0.05999999865889549, 0.029999999329447746, -0.08492600172758102, 0.47376400232315063, -0.09292999655008316, 0.19449299573898315, -0.9503980278968811, -0.17504100501537323, -0.16815400123596191, 0.25892698764801025, 0.39864400029182434, 0.14642000198364258, 0.3814699947834015, -0.8365430235862732, 0.2136549949645996, 0.3301909863948822]",16.466666666666665,388,0,141,0
"[-1.1234861612319946, -2.024855375289917, 0.09203773736953735, 0.04571151360869408, 2.4526824951171875, 0.8924704790115356, -1.1684327125549316, 0.2199999988079071, 0.09188443422317505, 1.9605799913406372, -0.10308293998241425, -0.6381353139877319, -1.6224902868270874, -1.5583704710006714, 1.3296540975570679, 1.0, 0.0]","[-0.8424162268638611, -2.0259974002838135, 0.15504325926303864, -0.08693590015172958, 2.0609846115112305, 0.7704873085021973, -0.6702196002006531, 0.9214166402816772, 0.03774435073137283, 2.065870523452759, -0.18245720863342285, -0.05053519830107689, -1.461594581604004, 0.05664269998669624, 1.7254384756088257, 1.0, 55.099998474121094, 14.631999969482422, -4.244999885559082, 2.078000068664551, 0.28600001335144043, 0.9139999747276306, -0.24199999868869781, 13.274999618530273, -2.611999988555908, 44.055999755859375, 0.14300000667572021, 1.3480000495910645, 0.1850000023841858, -0.22200000286102295, 0.0, 0.0, 0.0, -0.006000000052154064, -0.1379999965429306, -0.09600000083446503, 0.029999999329447746, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2525320053100586, 0.4114449918270111, -0.09845399856567383, 0.3328790068626404, -0.9078930020332336, -0.20492999255657196, -0.15140500664710999, 0.5600730180740356, 0.015447000041604042, -0.04056999832391739, 0.5351639986038208, 0.03115200065076351, 0.8440889716148376, 0.011928999796509743]",6.366666666666666,267,0,114,0
"[-1.103851318359375, -2.024855375289917, 0.12777984142303467, 0.21705695986747742, 2.437802314758301, 1.0374311208724976, -1.2230432033538818, 0.2199999988079071, -0.21506333351135254, 2.062436103820801, -0.21583016216754913, -0.28884798288345337, -1.4876536130905151, -0.47522661089897156, 1.5684947967529297, 1.0, 0.0]","[-1.3195689916610718, -2.025944948196411, 0.06589119881391525, 0.0672174021601677, 2.667703628540039, 0.8500418663024902, -1.4800043106079102, 0.37275001406669617, 0.5017573237419128, 1.9507355690002441, -0.6435909271240234, -0.6580395102500916, -1.6761423349380493, -1.3217676877975464, 1.4232045412063599, 0.5112500190734863, 55.099998474121094, 17.03499984741211, -2.1659998893737793, 1.2549999952316284, 0.20600000023841858, 1.2879999876022339, -0.2619999945163727, 25.996000289916992, -8.234999656677246, 30.410999298095703, 0.7739999890327454, 1.6080000400543213, 0.2290000021457672, 0.029999999329447746, 0.0, 0.0, 0.0, 0.0, -0.04800000041723251, 0.0, -0.017999999225139618, 0.0, -0.017999999225139618, 0.0, 0.0, 0.006000000052154064, 0.0, -0.07142800092697144, 0.47758999466896057, -0.0947910025715828, 0.18852099776268005, -0.9544010162353516, -0.18180599808692932, -0.14326100051403046, 0.2833090126514435, 0.3928369879722595, 0.08557099848985672, 0.33882400393486023, -0.8517130017280579, 0.25497299432754517, 0.3078480064868927]",15.8,58,0,14,0
"[0.14204610884189606, -2.02638840675354, 0.011197982355952263, -0.02561677247285843, 0.995553195476532, 1.1241000890731812, -0.9064294099807739, 1.0, 0.03880862519145012, 2.0662708282470703, -0.18407638370990753, -0.04387128725647926, -1.4618829488754272, 0.056756392121315, 1.7226591110229492, 1.0, 0.0]","[-0.8447195887565613, -2.025944948196411, 0.5555905699729919, -0.01247674971818924, 1.7108677625656128, 0.8172184228897095, -0.7800149917602539, 1.0, 0.03816315159201622, 2.065870523452759, -0.18402768671512604, -0.05055265128612518, -1.46145498752594, 0.056712500751018524, 1.7222102880477905, 1.0, 55.099998474121094, 15.887999534606934, -2.552999973297119, 1.1339999437332153, 0.22699999809265137, 0.9179999828338623, -0.3409999907016754, 13.512999534606934, -2.997999906539917, 44.51499938964844, 0.15199999511241913, 1.371000051498413, 0.20200000703334808, 0.06599999964237213, 0.0, -2.124000072479248, -0.40799999237060547, 2.1540000438690186, -0.3720000088214874, -0.012000000104308128, 0.006000000052154064, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012000000104308128, -0.25449100136756897, 0.41945499181747437, -0.08368799835443497, 0.33273300528526306, -0.9037969708442688, -0.21588200330734253, -0.16072599589824677, 0.5600730180740356, 0.01570799946784973, -0.04055500030517578, 0.5352270007133484, 0.0289939995855093, 0.8441399931907654, 0.010804000310599804]",15.233333333333333,492,0,285,0
"[-0.8306499123573303, -2.02638840675354, 0.15646487474441528, -0.08360090106725693, 2.060135841369629, 0.7741990089416504, -0.6708105206489563, 0.2199999988079071, 0.03528008237481117, 2.0662708282470703, -0.18254226446151733, -0.05061977729201317, -1.4618829488754272, 0.056756392121315, 1.7257270812988281, 1.0, 0.0]","[-0.8330979347229004, -2.0259275436401367, 0.19917428493499756, -0.057672251015901566, 2.0607402324676514, 0.7715866565704346, -0.7350637912750244, 1.0, 0.03559799864888191, 2.065870523452759, -0.18235249817371368, -0.05055265128612518, -1.4615771770477295, 0.056712500751018524, 1.7239378690719604, 1.0, 55.099998474121094, 15.888999938964844, -2.6419999599456787, 2.239000082015991, 0.20999999344348907, 0.9850000143051147, -0.30300000309944153, 13.222000122070312, -3.003999948501587, 44.124000549316406, 0.17499999701976776, 1.3259999752044678, 0.19699999690055847, 0.0, 0.0, -0.1979999989271164, -0.2160000056028366, 0.07800000160932541, 0.0, 0.3720000088214874, -0.041999999433755875, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2609800100326538, 0.41071999073028564, -0.09442500025033951, 0.33023500442504883, -0.9066349864006042, -0.2200009971857071, -0.14337599277496338, 0.5601080060005188, 0.014239000156521797, -0.04056200012564659, 0.5351939797401428, 0.03148600086569786, 0.8440700173377991, 0.010955999605357647]",16.3,150,0,273,0
"[-0.8861789703369141, -2.02638840675354, 0.1319214254617691, -0.1029290035367012, 2.0616698265075684, 0.7312485575675964, -0.6479536890983582, 0.2199999988079071, 0.03788813203573227, 2.0662708282470703, -0.18254226446151733, -0.05061977729201317, -1.4618829488754272, 0.056756392121315, 1.7266474962234497, 1.0, 0.0]","[-0.8405490517616272, -2.0259974002838135, 0.15493854880332947, -0.0868835523724556, 2.0610718727111816, 0.7714470624923706, -0.6691202521324158, 0.9339166879653931, 0.03720340132713318, 2.0658531188964844, -0.18247464299201965, -0.050587549805641174, -1.4615771770477295, 0.05676484853029251, 1.7254384756088257, 1.0, 55.099998474121094, 16.027999877929688, -3.7990000247955322, 1.996999979019165, 0.25, 1.0049999952316284, -0.24799999594688416, 13.3149995803833, -3.239000082015991, 44.20100021362305, 0.17399999499320984, 1.3550000190734863, 0.20900000631809235, -0.1979999989271164, 0.0, 0.006000000052154064, 0.0, 0.0, -0.041999999433755875, -0.05999999865889549, 0.024000000208616257, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.2531520128250122, 0.4109489917755127, -0.09844399988651276, 0.3329299986362457, -0.9078530073165894, -0.20509499311447144, -0.15130800008773804, 0.5600950121879578, 0.015135999768972397, -0.040539998561143875, 0.5352010130882263, 0.03140399977564812, 0.8440579771995544, 0.011744000017642975]",3.8,323,0,482,0
"[-1.1764086484909058, -2.024855375289917, 0.09341850131750107, 0.027917884290218353, 2.455749750137329, 0.8622512817382812, -1.1857669353485107, 0.2199999988079071, 0.18315640091896057, 1.9407920837402344, -0.21843785047531128, -0.6505603194236755, -1.6520969867706299, -1.5597506761550903, 1.272743582725525, 1.0, 0.0]","[-1.1576155424118042, -2.018563747406006, 0.13080519437789917, 0.2545780539512634, 2.4220948219299316, 1.0024676322937012, -1.1673177480697632, 0.37416666746139526, 0.04067595303058624, 2.0659055709838867, -0.18610425293445587, -0.04784790053963661, -1.465101957321167, 0.05393795296549797, 1.7230478525161743, 1.0, 55.099998474121094, 15.687999725341797, -5.114999771118164, 1.5410000085830688, 0.31299999356269836, 1.1119999885559082, -0.26100000739097595, 16.391000747680664, -2.6659998893737793, 43.577999114990234, 0.1509999930858612, 1.440999984741211, 0.1469999998807907, -0.47999998927116394, 0.0, 0.0, 0.0, 0.2160000056028366, -0.527999997138977, -0.4259999990463257, -0.1080000028014183, 0.0, 0.006000000052154064, -0.36000001430511475, 0.035999998450279236, -0.08399999886751175, 0.05400000140070915, -0.12118499726057053, 0.48982200026512146, -0.038162000477313995, 0.2680259943008423, -0.9402080178260803, -0.0987280011177063, -0.18553400039672852, 0.559607982635498, 0.017403999343514442, -0.04145999997854233, 0.5340989828109741, 0.02521499991416931, 0.8449720144271851, 0.011105000041425228]",8.333333333333334,249,0,84,0
"[-0.7017953395843506, -2.02638840675354, 0.7746588587760925, 0.11796208471059799, 1.5109695196151733, 0.9815935492515564, -0.7818706035614014, 1.0, 0.034973420202732086, 2.0662708282470703, -0.18407638370990753, -0.04908721148967743, -1.4618829488754272, 0.056756392121315, 1.7221988439559937, 1.0, 0.0]","[-0.5686606168746948, -2.0258054733276367, 0.7718659043312073, 0.23046214878559113, 1.5122344493865967, 1.1123676300048828, -0.787919819355011, 1.0, 0.040187347680330276, 2.0658531188964844, -0.18395788967609406, -0.04303169995546341, -1.4629905223846436, 0.05685209855437279, 1.7207618951797485, 1.0, 55.099998474121094, 19.68600082397461, -5.6539998054504395, 0.4169999957084656, 0.2939999997615814, 1.2089999914169312, -0.1080000028014183, 12.899999618530273, -3.7019999027252197, 45.125, 0.2029999941587448, 1.3539999723434448, 0.23999999463558197, -1.656000018119812, -0.006000000052154064, 0.5040000081062317, -1.2480000257492065, 0.11400000005960464, -1.0980000495910645, 0.0, 0.017999999225139618, 0.0, 0.0, -0.017999999225139618, -0.05400000140070915, 0.0, 0.0, -0.2984969913959503, 0.3735400140285492, -0.035489000380039215, 0.3521389961242676, -0.8886659741401672, -0.18421000242233276, -0.22877199947834015, 0.558879017829895, 0.016255000606179237, -0.04299800097942352, 0.5321900248527527, 0.02725300006568432, 0.8461300134658813, 0.009684000164270401]",15.666666666666666,11,0,185,0
"[-1.2601643800735474, -2.0263893604278564, 0.06964115798473358, 0.09341869503259659, 2.5419600009918213, 0.848598301410675, -1.367390751838684, 0.2160000056028366, 0.43611010909080505, 1.950454831123352, -0.5325972437858582, -0.6376755237579346, -1.6528635025024414, -1.3604865074157715, 1.2890032529830933, 1.0, 0.0]","[-1.3220120668411255, -2.025944948196411, 0.06716504693031311, 0.07629140466451645, 2.671734571456909, 0.8555734753608704, -1.4799518585205078, 0.37275001406669617, 0.5076903104782104, 1.951276421546936, -0.6441493034362793, -0.6580395102500916, -1.6774684190750122, -1.3221341371536255, 1.4248796701431274, 0.9121666550636292, 55.099998474121094, 15.723999977111816, -1.1150000095367432, 3.0309998989105225, 0.041999999433755875, 1.1299999952316284, -0.2800000011920929, 25.832000732421875, -5.764999866485596, 30.35099983215332, 0.2879999876022339, 1.6660000085830688, 0.2240000069141388, 0.0, 0.0, -0.017999999225139618, -0.09600000083446503, 0.0, -0.012000000104308128, 0.0, -0.017999999225139618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.07065500319004059, 0.47875499725341797, -0.09298700094223022, 0.1898369938135147, -0.9550989866256714, -0.17774799466133118, -0.14195400476455688, 0.28092899918556213, 0.3943609893321991, 0.08505000174045563, 0.3369480073451996, -0.8526849746704102, 0.2531999945640564, 0.30867800116539]",3.6666666666666665,174,0,306,0
"[-0.9364940524101257, -2.02638840675354, 0.11918865889310837, 0.08666907995939255, 2.268756151199341, 0.912257730960846, -0.8280430436134338, 0.2199999988079071, 0.0366608127951622, 2.0662708282470703, -0.18990613520145416, -0.043257616460323334, -1.4692471027374268, 0.056756392121315, 1.7211251258850098, 1.0, 0.0]","[-0.600855827331543, -2.0258753299713135, 0.7798753976821899, 0.2046012580394745, 1.5122867822647095, 1.0857216119766235, -0.7867681980133057, 1.0, 0.0408330000936985, 2.065870523452759, -0.18399278819561005, -0.04374714940786362, -1.463391900062561, 0.05664269998669624, 1.7207444906234741, 1.0, 55.099998474121094, 16.604000091552734, -3.9489998817443848, 0.9760000109672546, 0.3050000071525574, 1.0399999618530273, -0.1860000044107437, 12.72599983215332, -2.742000102996826, 44.54899978637695, 0.08399999886751175, 1.3009999990463257, 0.20399999618530273, -1.3380000591278076, 0.0, 0.23999999463558197, -1.2239999771118164, 0.0, -1.218000054359436, 0.1080000028014183, 0.017999999225139618, 0.0, 0.0, -0.041999999433755875, 0.0, 0.0, 0.0, -0.29236000776290894, 0.3794949948787689, -0.04192399978637695, 0.34589898586273193, -0.8925949931144714, -0.1842540055513382, -0.22288499772548676, 0.5589759945869446, 0.016705000773072243, -0.042775001376867294, 0.5324749946594238, 0.026700999587774277, 0.8459659814834595, 0.00990699976682663]",15.3,1,0,498,0
"[-1.2963659763336182, -2.0263893604278564, 0.07623779773712158, 0.12287092953920364, 2.6094555854797363, 0.8303442001342773, -1.5175666809082031, 0.2160000056028366, 0.43841126561164856, 1.9404842853546143, -0.5592889785766602, -0.6435039043426514, -1.6597658395767212, -1.3416179418563843, 1.3410053253173828, 1.0, 0.0]","[-1.322657585144043, -2.025944948196411, 0.06723485141992569, 0.0794498473405838, 2.676358938217163, 0.8559573888778687, -1.4799344539642334, 0.37308332324028015, 0.5256812572479248, 1.950491189956665, -0.645196259021759, -0.6454405784606934, -1.6857397556304932, -1.309570074081421, 1.4464479684829712, 0.9986666440963745, 55.099998474121094, 15.711000442504883, -1.5219999551773071, 3.1019999980926514, 0.041999999433755875, 1.1230000257492065, -0.2720000147819519, 25.927000045776367, -7.142000198364258, 29.649999618530273, 0.3720000088214874, 1.6490000486373901, 0.23999999463558197, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.012000000104308128, 0.012000000104308128, -0.012000000104308128, -0.012000000104308128, 0.012000000104308128, -0.035999998450279236, -0.13199999928474426, -0.07090699672698975, 0.4792259931564331, -0.09241300076246262, 0.1908860057592392, -0.95551598072052, -0.17586499452590942, -0.14007699489593506, 0.27755698561668396, 0.39927399158477783, 0.08225300163030624, 0.33162400126457214, -0.8515840172767639, 0.2622869908809662, 0.30989399552345276]",7.6,399,0,455,0
"[-1.173801302909851, -2.016723394393921, 0.12624572217464447, 0.24758300185203552, 2.431819438934326, 0.9705491065979004, -1.1750303506851196, 0.2199999988079071, 0.050160203129053116, 2.0630500316619873, -0.18929249048233032, -0.11167295277118683, -1.4689399003982544, 0.06534674018621445, 1.7206648588180542, 1.0, 0.0]","[-1.2650901079177856, -2.02597975730896, 0.0716497004032135, 0.09888914972543716, 2.5430233478546143, 0.8461155891418457, -1.401147723197937, 0.37308332324028015, 0.4377855956554413, 1.948397159576416, -0.5403392314910889, -0.6366457939147949, -1.652898907661438, -1.3559348583221436, 1.2966570854187012, 1.0, 55.099998474121094, 15.218999862670898, -0.8889999985694885, 1.6799999475479126, 0.10400000214576721, 1.0429999828338623, -0.31700000166893005, 26.030000686645508, -5.335000038146973, 30.27400016784668, 0.28299999237060547, 1.6770000457763672, 0.210999995470047, -0.2759999930858612, 0.0, 0.1860000044107437, 0.3720000088214874, 0.2759999930858612, -0.2160000056028366, -1.9919999837875366, 0.017999999225139618, -0.22200000286102295, -0.36000001430511475, 0.012000000104308128, -0.11999999731779099, 0.2160000056028366, 0.5640000104904175, -0.0873119980096817, 0.4861440062522888, -0.08044599741697311, 0.2235500067472458, -0.9383040070533752, -0.19532600045204163, -0.17736199498176575, 0.312485009431839, 0.37153300642967224, 0.10309000313282013, 0.391431987285614, -0.8311600089073181, 0.24027100205421448, 0.31340500712394714]",13.066666666666666,432,0,331,0
