uid,url,text,original_width,original_height,clip_b32_similarity_score,clip_l14_similarity_score,face_bboxes,sha256
94a42e8966ec20f5904cd777d005a936,http://masevaux.fr/wp-content/uploads/2018/07/Capture5.jpg,Klik-klak driezitsbedbank in fluweel KERBI - Bordeaux Foto 6,320,265,0.2314453125,0.177734375,"[[0.0, 0.2757280170917511, 0.1215168908238411, 0.4658127725124359]]",518a03c2be6419a6dc3f965f1364bf03d8ca5797b146076a8303b5800a22eaf4
fb6bd1aa6834098011b0f15c464b889b,http://www.famouswhy.com/pictures/people/obba_babatunde_thumb.jpg,2020-1-25-66037.jpg,4608,600,0.249755859375,0.1455078125,[],f82080e520779d852d50b2837de1908ceee45df41e67cc16c9eb682c052e4495
987f9b3a8ef91b7a65e92f7a6cbcb8fd,https://sc04.alicdn.com/kf/Hebde795e7dd342b0af4b8c7fa9c98912N.jpg_50x50.jpg,main product photo,504,750,0.260498046875,0.2286376953125,[],7a457135b71a3d7f5668b5935d64012398103d6041a9866702eff36e47fa7b66
706f9bdc49c6afd99e06d84922808004,https://feuillesdardoise.files.wordpress.com/2016/06/armoiries-des-selliers.png?w=171&#038;h=205,Pneu gazon Deli S-366 - 18x9.50-8 TL 4PR,600,865,0.271240234375,0.282470703125,[],ad887b8f980ec5949ca66f9992bfbdee67a8c91c46bb46369fd1095768e25d79
211daf8f3acc6f1be60ec4bc3b207af3,https://i5.walmartimages.com/asr/48e87857-1411-4f55-92de-ad76e88e6652_1.d0d3953915097e1161ee63abb516ffb4.jpeg?odnHeight=450&odnWidth=450&odnBg=FFFFFF,2017120213432500.jpg,133,1365,0.311767578125,0.11798095703125,[],ea2c5be8059a7a96068fd103cb5d32d4f100c1fba067ab44930c619d970d5abf
c92fe38c13038e5176666a5f5b9241aa,https://static1.squarespace.com/static/500980bbe4b039e59660ea92/t/530bab7de4b0c194bcc02770/1393273731197/NATIONAL+ENGINEERS+WEEK+Future+Cities+Competition.png,"стол в стиле лофт, фото 5",1280,321,0.2265625,0.1611328125,[],5f687baac2792b3772c15fd5c2da534e952929a43f665641935e63aa441532ac
b611d8911f72d2e4716960a183920e37,http://d.gr-assets.com/books/1336173677s/13634290.jpg,دانلود idoo File Encryption,600,32,0.36962890625,0.328857421875,[],82b66e45d86fa79a26a972d19cf95cdb0a78aeba01e480411e98682bcb684243
2ebedbd046005ff038db98acdeb85625,http://images.slideplayer.gr/41/11184538/slides/slide_16.jpg,Listing N4907102 - Thumbmnail Photo # 19,512,975,0.357421875,0.1231689453125,"[[0.8828263878822327, 0.09767600893974304, 0.9152646660804749, 0.15042518079280853]]",1147caecd585e020e9198fae650daa9a09a37dfd0c34d716e3535044d0375ff7
42cdd8c972d8e0a7c4ea0efdde50d6d3,https://automanager.blob.core.windows.net/wmphotos/010796/f3511411ac6868499afecc94e16ed195/d109d77985_355.jpg,Achim Gunske,340,300,0.24462890625,0.166259765625,"[[0.4445132315158844, 0.44572481513023376, 0.6542242765426636, 0.8283352851867676]]",5afdee8598647982448b4724d23497b9cc24de04740e8f82fa48a74c5631da1f
807749e0e0ee21fc518007bb4aef31fd,http://pds.exblog.jp/pds/1/201507/11/98/c0172698_10444430.jpg,onlyfans.com vikt0ria23,320,144,0.188720703125,0.290771484375,[],5336399698678c031b9f8806b797427741f0acb6b809581ce877a5c0c6a4579d
5da19e2d741664b52a95000443033a06,https://www.buuyers.com/uploads/users-photo/613.jpg,BMW full-cell hydrogène - IAA2019,350,220,0.2158203125,0.2294921875,[],2d2a541a6d103b3af26b93f6bd24b7936e12cde8088dc0ca62310815cf08df6e
596006e677f65a6eea1395e3958ed9e8,https://www.staples-3p.com/s7/is/image/Staples/m002383236_sc7?$std$,"SimTower The Vertical Empire, Good Windows PC Video Game 1994 edition New sealed",1024,904,0.2039794921875,0.2384033203125,[],5a59a0ae208e460135489af071beb20e8605778e4886bf12f50154ce58eec36a
f065a53c2bc861e28e2728b312db8242,https://i.pinimg.com/236x/be/c4/05/bec405866a736e88c689216e6e0c6a82--kids-room-shelves-kid-bookshelves.jpg,DISCOVERY 1 Caster correction Avant et Arrière Suspension Bush Kit-SUPERPRO Poly,200,3456,0.21728515625,0.202392578125,"[[0.32538431882858276, 0.306315153837204, 0.38096883893013, 0.3713443875312805]]",235a8a8524905fd6b14061088dfc37d05bf69c256262886c58febaafe22f0c29
b63defa6443471eabd8ea9bd6b43918c,https://ae01.alicdn.com/kf/HTB1vGa.ayYrK1Rjy0Fdq6ACvVXaS/2019-Hommes-chaussures-de-course-Air-Mesh-tr-s-l-ger-Noir-chaussures-d-contract-es.jpg,Vehicle Safety Kits,1024,390,0.193603515625,0.1417236328125,[],8d6306f3e2964a6e0fae942e1cf5643abcd5eeacc81bbe71c51a7cbe21b23b5b
80f400b888b75c54076ad215aaa4254d,https://img.theepochtimes.com/assets/uploads/2020/11/20/Memorial-service-for-Roman-Bondarenko-2-700x420.jpg,Hp Zte Semua Tipe harga hp android vivo semua tipe triknews,290,250,0.2149658203125,0.1580810546875,[],1b142fc39520323d98ee209a691f8c72e80da242dec4db7bc214405804b7a2e9
91761f72631aef3819671e2ad3a466bd,https://wiucscdotorg.files.wordpress.com/2017/09/img_3787.jpg?w=556&h=417,Film do artykułu: Lech Poznań: Lokomotywa Nenada Bjelicy demoluje rywali!,700,531,0.29833984375,0.302978515625,"[[0.08240681141614914, 0.09173048287630081, 0.11401761323213577, 0.15837742388248444]]",3e9f914e29ca1de61f03431d5c5d81386d2778d8213f2aa56e3f7e980f0d7542
8b1dd9009b6f865baf2949fa2d09039f,https://s-media-cache-ak0.pinimg.com/564x/6b/49/1f/6b491ffecf81e82efd077ddb968963de.jpg,2018 CM RD 9&#039;4&quot;/84&quot;/60&quot;/34&quot; Truck Bed,840,400,0.327880859375,0.211181640625,[],c6e3e43f5b95dde2733c6575d0a22bc95cc0921ffabaae56d5e9897a3646c2f6
cfd25687f6db4caaddf42a81177e8fe9,https://i.pinimg.com/236x/6f/dc/46/6fdc46824e974a99235547385acce9f7--the-brick-bricks.jpg,IMG_20151008_110149_349,220,938,0.248779296875,0.30419921875,"[[0.17457690834999084, 0.7271054983139038, 0.34550321102142334, 0.8700264096260071]]",df16e1b4191875a5c170596230d4ac3ecb6cabc86f5ea647e71f18e9c6389e1c
fbf346441c998af301987dfda4b8f249,https://ui-avatars.com/api/?name=strips1,Larry&#039;s Mod - новая броня и дополнительные вкусняшки [1.8] ,60,300,0.2958984375,0.2017822265625,"[[0.29520362615585327, 0.24570652842521667, 0.42616671323776245, 0.7328734993934631]]",1e4f25db7014b07827316489ccf05a74a0bb6b8396225f360d6427dcd8920ab5
df277d410b9298b28af32c66e6976370,https://camppacs.com/wp-content/uploads/2019/05/theatre-300x302.jpg,luxury logo  vintage logo ... | Shutterstock .eps vector #796333513,320,60,0.28662109375,0.12310791015625,[],55a3651d810e4447ef4ae56e44fe80b48ee3870a2056571994f868344774854c
6ad465756aa5f8caba1de786a15d392e,http://giftofloki.files.wordpress.com/2011/12/011.jpg?w=300&#038;h=225,Intel estaría considerando rebajar aún más los precios de sus procesadores debido a la competencia,225,90,0.218994140625,0.188232421875,[],93d1491b19cc38e9f325c8427ae84541d58280dbd1cab96bbe067c1313b43baf
204917b7566ade9a7cd31116b3f3cc27,https://photos.smugmug.com/Training-Runs/2018/May-8-2018-Runners-Night-at-Salomon/i-TXZt5rZ/1/c38e9666/S/2018Kneeknacker_RunnersNightSalomon_KChow_DSC5680-S.jpg,IMG_6516.JPG,120,600,0.2685546875,0.174560546875,"[[0.32051005959510803, 0.2102828472852707, 0.5057229399681091, 0.5753397345542908]]",9d9567d37338f2ddc95179d96053ee81fcf65ed58eefa530c44690feb5627623
13ee5892267d758da0e08cbf3c2b048f,https://d118rjmjhbvwtc.cloudfront.net/uploads/45e92e1e6ff84b24abe3b367f7b28a39.jpg,Sungnyemun Seoul,800,245,0.311279296875,0.1629638671875,[],cab91197a31e3dfc81cf53ce31100970ec6c04e88a6440a509c8243ceb9de474
81149318180bad4851f6193401805d1f,https://farm4.staticflickr.com/3733/19324605298_b253735a35_c.jpg,舗装工事専用バーナー 岩田工業所 スマートバーナー ＳＲＥ－１２ 舗装工事専用バーナー NETIS登録済み(CB-120038-A),120,188,0.324951171875,0.2230224609375,"[[0.1754073202610016, 0.0, 0.26214954257011414, 0.11911242455244064]]",b9b358cafacd29cdeef47ae6410a567b948bb40974791ee543d7228d96af0903
e2458d9d52f8860a292432888f3ab5a5,https://imgv2-1-f.scribdassets.com/img/word_document/370510850/149x198/2f8a0b71a7/1552349423?v=1,Heaven's Gate,638,26,0.2220458984375,0.276611328125,"[[0.6626803278923035, 0.6249569058418274, 0.6843613982200623, 0.6538547277450562], [0.7037715315818787, 0.6357781291007996, 0.7239381670951843, 0.6614935398101807]]",c2ae8ded46bedf5edf2262a75a6d2a0a5acaaeb3c79c6abf607e39753707d2fb
ea6a4686acb2ed91c921068c521e39c2,https://images-eu.ssl-images-amazon.com/images/I/5198iWlQvwL.jpg,2931 Harmony Ct Court - Photo 8,676,500,0.25830078125,0.125732421875,[],f7da6a2c7e25abc289810e4d2aa607fa9b6d50b59bf023535d8d1557e2f8c403
0bd126aa481347dad169cc576c4d31d5,https://images.yoox.com/12/12096908vs_12_f.jpg,Plakat w ramie Kobieta z rękoma pod głową,300,232,0.2568359375,0.19384765625,"[[0.36560049653053284, 0.543500542640686, 0.40373507142066956, 0.6457624435424805], [0.12015169858932495, 0.5668758749961853, 0.18963010609149933, 0.7460154294967651], [0.8131349682807922, 0.5358625650405884, 0.8463634848594666, 0.6198603510856628], [0.5939339995384216, 0.5355014204978943, 0.62306147813797, 0.6086601614952087]]",e103473e8484c5a2d1eaea36e577e27f6223c820a772449b3cedbe31c54ace8a
795bd2e1d61e3b1e9a7cbd394c74c6a3,https://i2.au.reastatic.net/304x205/8d6f9bd0df3a60214cba33ba446c5c0fbb69a74fd00cc555bb8a935356a9aa80/main.jpg,", 邓东林",400,480,0.2237548828125,0.2379150390625,"[[0.4567541182041168, 0.18014460802078247, 0.4955179989337921, 0.24445068836212158], [0.3443097472190857, 0.1485242247581482, 0.36893993616104126, 0.19264525175094604]]",b57496ceb390b4bd7d918dd911bf97d521e6b9d658c7e268d8c401929bf097cb
0e3caf7382f10e7175893cba9902d11f,"https://res.cloudinary.com/lastminute-wegde/image/fetch/dpr_1,f_auto,fl_any_format.progressive,g_auto:subject,c_fill,w_320,h_240/https%3A%2F%2Fi.giatamedia.com%2Fi.php%3Fuid%3D606%26k%3DMTYzOTI1ODExOXzfX%252FQ%252FKAUPgGGM00iDTd8XFAmEiuVTQi%252BwObTddwYHbSP4AVmHUUM5IHYChhzwNblOjU%252F2LcO0E7eCew%252B%252FFcxtuEoHgQ5lb%252FGbVM6I6KsWCy%252BGRIQkv5ip06C8aXA7MMM",Listing Image 33,1171,512,0.22265625,0.30419921875,"[[0.07290230691432953, 0.01940949261188507, 0.11991435289382935, 0.10844031721353531]]",1ceda11ba541e13b3fe96b25dd47dfe46dfdbe2b86a2ab915c114c99c0c31c8a
43f23def2fba6d2410cfba53da0a85ac,https://images.squarespace-cdn.com/content/v1/5b4cba797e3c3a7871da902e/1544291104897-P2HTY9X2P0OCA8KR18WH/ke17ZwdGBToddI8pDm48kJiXTCP_g9266z9pw0e8mrRZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZamWLI2zvYWH8K3-s_4yszcp2ryTI0HqTOaaUohrI8PI3oeZGK6twUyAC-yPvc3fYwNUjBINLyNUbMHNql_H7hYKMshLAGzx4R3EDFOm1kBS/Grizzlybea-Arborcare-Tree-Services-Arborists-Clients-6.jpg,Аватар (Ірина),150,200,0.3466796875,0.184326171875,[],8f83060c2013de4aa129edf10a8bbe842ac3e7a32745482280649773e08a8440
36353df2a6e819b52d5da2a86c3e73e4,"https://img.pixers.pics/prd_pho(cms:2019/02/5c6ac1e63265e_dr-czarna-40x30-nowycien.png,400,302,s3:400/FO/41/17/81/85/400_FO41178185_b93ca4db22c817edc42b050f6578f2f2.jpg,367,367,dst_over,11,-33,jpg)/plakaty-w-ramie-kobieta-z-rekoma-pod-glowa.jpg.jpg",Epic Fixed Wall Upswept Shower [131721],100,202,0.239990234375,0.1688232421875,[],bde47ca166f8a44e53025b1e9e5a14b6061231f00f035050458c1c640d88ffd1
bdec3dae0e9f779e8ef4a00f7b28a8bd,https://www.hatchwise.com/entry/S1000696-20210616084424.jpg,送信完了|化粧品、雑貨、食品などの企画、通信販売なら｜ジャンワークス,683,336,0.251953125,0.126953125,[],f42e344fdd67a95775ec6422980097fa0d230c68897e321805be69af7057644a
dd519b2e1a7575a6e8c70197c904e0d2,http://vchaspik.ua/sites/default/files/styles/190x130/public/story/u12147/1_57.jpg?itok=j-tQdMM3,La manucure ethnique bleu marine,300,475,0.249755859375,0.1708984375,[],4e47ff3298c5b2ae45e82e8822eaa93d31bc8eb6705051bf1372bc71f682b7eb
5bdc6108d66ecd63333b50002ee6019e,https://images-eu.ssl-images-amazon.com/images/I/41OzisW0wjL._SL160_.jpg,"Ch&amp;acirc;telaine 18k Gold 14mm Turquoise Ring w/ Diamonds, Size 6",340,49,0.23876953125,0.213623046875,[],9acff009de151c00ed9309fa2ded6adb937be7c305af2255dcaf68fd0e8288f3
9658386a4b5b9f017a73682ef4ca2e78,"https://books.google.com.my/books/content?id=E8QUAAAAYAAJ&output=html_text&pg=PP1&img=1&zoom=3&hl=en&q=%22it+shall+be,+-when+he+sitteth+upon+the+throne+of+his+kingdom,+that+he+shall+write+him+a+copy+of%22&cds=1&sig=ACfU3U3rPHarUO_FojTb2_LudGnq5pZHhg&edge=0&edge=stretch&ci=0,0,1000,1717",Cannabis ,282,800,0.19384765625,0.1739501953125,[],a6e295869d496c3c2eb3ca7d8ecef82eff3a43a5c8ab59fe555c93ebf969e258
92559faa83614026890b054647af8f46,https://album.mediaset.es/eimg/2016/12/23/YmEtRbNsBRHHJVF66qsOK3.jpg?w=1024,Fragrance Men Spray pictures & photos,80,64,0.271728515625,0.1866455078125,[],3018210d68efbdfc1d3d8842b3822d5d919cd5be0c559cfd042a1aa2d87918dc
75a9dfdf600997ddae895715d6075f97,https://img.sideo.es/obeZ5Jfnk6NleKVLwbSmzw==,"Los mejores deseos, las mejores virtudes y los mejores gestos",592,402,0.1927490234375,0.2237548828125,[],961de7cddd0166ab069af1b3add0550524f2c6c79c58989f602f6dde191060a7
c40c2191611706c41176ee528bd656bb,https://i.ebayimg.com/thumbs/images/g/jrAAAOSwicpaVjAv/s-l225.jpg,AMORTIGUADOR DELANTERO IZQUIERDO FORD FOCUS BERLINA (CAK) Trend  1.8 TDDI Turbodiesel CAT (90 CV) |   08.98 - 12.04_img_2,225,80,0.232421875,0.1385498046875,[],6dee787fd61ab211715420acb03524adfe3fe1de74ab9c2ede334b4def08fae6
0e27e868182143af4ac49b94855185ad,https://media.timeout.com/images/102553654/60/45/image.jpg,64ビットのスケーラビリティ,454,400,0.293701171875,0.196044921875,[],85d8af9ab27052469749dcb5ec5d8517e90a727611671e3525edc0057ec569a0
ddd216496c1650c45f9491e2ac581a63,http://imagem.bahianoticias.com.br/fotos/principal_noticias/214128/IMAGEM_NOTICIA_5.jpg?checksum=1509359434,persuasive essay supporting the death penalty Get an answer for 'what would be a good thesis statement for an essay discussing capital punishment (the death penalty)' and find homework help for other essay lab questions at enotes.,200,128,0.3134765625,0.230224609375,[],fbf053c082acc85ead3456248ff7c37041da18a5dd38a33e43fd4a2b491b015d
8ab8ca75cbf5334eb12d417aed7f11c4,http://hb-themes.com/themes/highend/bloggera/wp-content/uploads/sites/15/2016/07/blogger-logo-cropped.png,"Morizon WP ogłoszenia | Dom na sprzedaż, Gliwice Brzezinka, 150 m² | 9096",50,202,0.2183837890625,0.326416015625,[],cfe834ab0b80391c366c939534a1b61e9763579397a61291cb3638e540eef7b0
05852f4b699006bbb6dd42ecc11b668e,http://fra.europa.eu/sites/default/files/fra_images/logoverticalslogan-cmyk-300dpi-web.jpg,"herring jump to escape hunting whales, norway - norway stock videos & royalty-free footage",940,185,0.228271484375,0.2271728515625,[],12a3da848fa78194dd67c98a85c1eb0b9aa4ec9c24b99fa504e2c03008027be2
418612b5de2f824f19494910b8c0f2e2,https://farm1.staticflickr.com/733/31267741160_ca8e91e0a6_b.jpg,Yashwant Deo,11,300,0.252685546875,0.1820068359375,[],e21aed3c791f4dff23b0f838d716d1f1a8dea89e4af7101795d18a3296039975
9e5fb58a646b85f8034549c8d48a29bc,https://picture1.goo-net.com/070/0707560/Q/0707560A30220415W00504.jpg,4 pneus de metal Planta Expositor de prateleira para casa ornamentos de jardim interno / externo,800,80,0.32568359375,0.273193359375,"[[0.3124701678752899, 0.20031176507472992, 0.6907086968421936, 0.7247727513313293]]",d9d50677fdf5426d4ab343b68c109d0139cdcef63198a0d4ae02adf5d1ab1820
dab66c8c355d891bbd8658b0205e7d25,"https://d-pt.ppstatic.pl/kadry/k/r/1/02/0b/58b4309d263dc_o,size,969x565,crop,0.0000x0.0515x0.9956x0.8707,q,71,h,0ec164.jpg",Men's Daniel Castano Miami Black Authentic Alternate Baseball Jersey (Unsigned No Brands/Logos),149,480,0.2423095703125,0.2406005859375,"[[0.6900045871734619, 0.10686703026294708, 0.7712902426719666, 0.19047263264656067]]",007939488f39670704f12bdf21a51b9efd15196bf1200be3a56ff0786c955e7e
f605f5e5e545930f726f2ed81765126f,https://bt-photos.global.ssl.fastly.net/swmich/160_boomver_1_21000173-8.jpg, Modello senza cuciture semplice con le foglie fatte nello stile piano lineare su fondo leggero Immagini Stock Libere da Diritti,600,107,0.2135009765625,0.1417236328125,[],a68fa572abb62e268761b88c2cfc54fe856c265c1dd5aa5c8360c8c2ad1b2a63
4273f07e4a1567723cc28e8d2d1a8f84,https://s-media-cache-ak0.pinimg.com/736x/e1/ca/fd/e1cafd11352da620d79862bd6346dcd6.jpg,Rid07,424,80,0.2071533203125,0.1583251953125,[],333d0563d313f684ea27e383067f5a2daf6cf12cb4cf9ee0a49cfc567750b679
f2a3dc964e5c9eaa646fb2ebc0ecfed8,http://flooringline.net/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/i/n/innovations-oak-chateau-12-in-thick-x-1-34-in-wide-x-94-14-in.-length-laminate-t-moldin.jpg,ウォーキング with ダイナソー [DVD]の詳細を見る,350,300,0.2021484375,0.275634765625,[],9e6684480d446e173e8e80b2cf3b0edf56b08333fb2eeaff3af28878c5870afc
760945e9387182db4724197ce5fd4cf8,http://dtlon6z3v1kfl.cloudfront.net/wp-content/uploads/2017/09/05084106/02-Matt-and-Jodi-Parry-and-their-twins.jpg,Patrick Noel Daly,239,266,0.300048828125,0.207763671875,"[[0.46237391233444214, 0.10098353773355484, 0.5274643301963806, 0.16681574285030365]]",7948b0f4e81e17a5b9e98af992cad8798669f9a6818c7a64eb2de95528302d9c
724660be913c5f7250f4d0dac18423ac,https://item-shopping.c.yimg.jp/i/j/dorama_n33812152,Ordinary Magic (Kindle Edition),409,200,0.2734375,0.2734375,"[[0.3181360960006714, 0.24015529453754425, 0.4840534031391144, 0.4711652100086212]]",07e94511c17e304a39d630bc9a422fefe7b76b06e661856aad560ec656043580
5e79fd65e9d35090d5bf54d1f162e23b,http://www.globaltowne.com/media/catalog/product/cache/1/small_image/135x/9df78eab33525d08d6e5fb8d27136e95/M/a/Marey-GA16NG-Power-Gas-16L-NG_30.jpg,TB28tVoaMMPMeJjy1XcXXXpppXa_!!72687063,139,43,0.2364501953125,0.190185546875,[],95eed509e994d8dcada23c41178d04c335fb0bad362587994e50e897aee1826a
c98d16a8b3a1967326fe8f3624b6786c,https://pds.exblog.jp/pds/1/201603/18/57/d0143957_1243669.jpg,Corrinn Jusell Photo,100,176,0.21484375,0.271240234375,[],4f96bdede12666717998c5fcb35b57c13052883e48d0700ecfd4debe55808f74
66820f4ddf4a9bf40377c110ff2d63f0,https://www.zeenews.net/wp-content/uploads/2022/08/phelpsautowreckers.com_-780x470.jpg,Onyx-Marmor Waschbecken 43x41x15cm,324,190,0.201171875,0.1666259765625,"[[0.3157157301902771, 0.13694368302822113, 0.5972657203674316, 0.38045734167099]]",14b3054fc7dd39dd6e0b4384fd872e4c4eb7f58213ba8ad680e8984addcb2f8b
0ec8b223ada89d346b0196001ff56cd9,https://www.insidekentmagazine.co.uk/wp-content/uploads/2016/08/FullSizeRender-2-1.jpg,An-aerial-shot-over-a-California-christian-cross-over-the-city-of-Ventura,900,289,0.260986328125,0.1661376953125,[],c488fd8297bd099ad19bcee85e5160cda6b00d07b1bf0d58f296997ee7a02cc3
b10b70d00f26c6e99c08dabd8d576f45,https://www.bloodstoneonline.com/images/uploads/2021/09/10/DGKsite-Bloodstone-The-Ancient-Curse-1.jpg,quotes,45,160,0.27783203125,0.1593017578125,"[[0.28370609879493713, 0.15286950767040253, 0.7454742789268494, 0.7315358519554138]]",8e18f1a8f03c92ac565b084c4b361b9ecf16bd234d644be01d0e9e641f3ea626
