observation.state,action,timestamp,frame_index,episode_index,index,task_index
"[0.29514431953430176, 0.05837256833910942, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.02042439579963684, 0.06571469455957413, 0.0, 0.0, 0.0, 0.0, 1.0]",0.8999999761581421,0,22,277,29
"[0.4900575876235962, -0.018197910860180855, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.022077083587646484, -0.08810439705848694, 0.0, 0.0, 0.0, 0.0, 1.0]",0.10000000149011612,3,7,426,11
"[0.4188200831413269, -0.12175613641738892, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.036546796560287476, -0.008981838822364807, 0.0, 0.0, 0.0, 0.0, 1.0]",1.5,2,0,385,12
"[0.42272254824638367, 0.09451860189437866, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09143653512001038, -0.06081601604819298, 0.0, 0.0, 0.0, 0.0, 1.0]",1.600000023841858,15,0,90,10
"[0.3401448428630829, 0.005364221520721912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.017388522624969482, -0.018989458680152893, 0.0, 0.0, 0.0, 0.0, 1.0]",0.5,3,3,285,8
"[0.19141237437725067, -0.12288367003202438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.019229203462600708, 0.079649418592453, 0.0, 0.0, 0.0, 0.0, 1.0]",0.30000001192092896,0,3,26,11
"[0.3612079322338104, 0.05528188869357109, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.045737892389297485, 0.006377961486577988, 0.0, 0.0, 0.0, 0.0, 1.0]",1.7999999523162842,7,0,250,22
"[0.42504119873046875, -0.11333118379116058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1.2000000476837158,19,29,360,21
"[0.2804514467716217, 0.025043128058314323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.00417560338973999, 0.01691603660583496, 0.0, 0.0, 0.0, 0.0, 1.0]",0.10000000149011612,3,29,7,12
"[0.3782682418823242, -0.042327623814344406, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.04036134481430054, 0.02206873893737793, 0.0, 0.0, 0.0, 0.0, 1.0]",1.5,16,10,32,0
"[0.4323139786720276, -0.16305799782276154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.06452755630016327, -0.04540197551250458, 0.0, 0.0, 0.0, 0.0, 1.0]",1.2000000476837158,13,17,11,5
"[0.3275923430919647, -0.00533004105091095, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0013637542724609375, -0.011169105768203735, 0.0, 0.0, 0.0, 0.0, 1.0]",0.4000000059604645,7,23,102,19
"[0.3520985245704651, -0.11996428668498993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.699999988079071,8,5,208,8
"[0.42518946528434753, -0.05057971924543381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.012401729822158813, 0.028161421418190002, 0.0, 0.0, 0.0, 0.0, 1.0]",0.8999999761581421,9,27,223,25
"[0.4048306941986084, 0.1674003005027771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.009221374988555908, 0.023412078619003296, 0.0, 0.0, 0.0, 0.0, 1.0]",1.0,9,4,344,29
"[0.1920379400253296, -0.16195103526115417, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-9.98377799987793e-06, -0.019360456615686417, 0.0, 0.0, 0.0, 0.0, 1.0]",1.100000023841858,3,25,137,10
"[0.5668481588363647, 0.1711871176958084, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.01743069291114807, 0.01511925458908081, 0.0, 0.0, 0.0, 0.0, 1.0]",0.30000001192092896,11,12,303,28
"[0.526160478591919, 0.09737739711999893, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.07012462615966797, 0.016988635063171387, 0.0, 0.0, 0.0, 0.0, 1.0]",1.0,3,27,307,19
"[0.3275921940803528, 0.003929825499653816, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.003982245922088623, -3.948807716369629e-07, 0.0, 0.0, 0.0, 0.0, 1.0]",1.2999999523162842,13,3,405,20
"[0.4441607892513275, 0.04442702606320381, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0744861364364624, 0.05054458975791931, 0.0, 0.0, 0.0, 0.0, 1.0]",0.5,8,5,417,6
"[0.32919934391975403, 0.09571254998445511, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0005019903182983398, 0.03893740475177765, 0.0, 0.0, 0.0, 0.0, 1.0]",0.8999999761581421,2,11,264,5
"[0.5526483058929443, 0.15765389800071716, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.800000011920929,2,23,332,18
"[0.32761549949645996, 0.07610127329826355, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.06246986985206604, -0.051539599895477295, 0.0, 0.0, 0.0, 0.0, 1.0]",0.6000000238418579,1,19,209,22
"[0.35637083649635315, 0.03745511546730995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09572306275367737, 0.034141093492507935, 0.0, 0.0, 0.0, 0.0, 1.0]",0.20000000298023224,18,18,42,6
"[0.4584202468395233, 0.13790324330329895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2.384185791015625e-06, -0.011951282620429993, 0.0, 0.0, 0.0, 0.0, 1.0]",0.800000011920929,8,22,163,14
"[0.3345259428024292, 0.19200676679611206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.01776409149169922, -0.03275205194950104, 0.0, 0.0, 0.0, 0.0, 1.0]",3.5999999046325684,7,10,269,27
"[0.33865413069725037, 0.09655309468507767, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0010066628456115723, -0.07191851735115051, 0.0, 0.0, 0.0, 0.0, 1.0]",0.30000001192092896,17,12,64,14
"[0.2576182782649994, 0.15976017713546753, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.024428755044937134, 0.03158709406852722, 0.0, 0.0, 0.0, 0.0, 1.0]",1.0,10,20,495,1
"[0.429088294506073, -0.11003890633583069, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.06603476405143738, -0.0015860050916671753, 0.0, 0.0, 0.0, 0.0, 1.0]",1.5,12,10,41,0
"[0.4426004886627197, 0.14380712807178497, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.044682323932647705, 0.04954676330089569, 0.0, 0.0, 0.0, 0.0, 1.0]",0.699999988079071,25,17,266,18
"[0.3114893138408661, -0.0010036774910986423, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.699999988079071,9,2,190,14
"[0.4738936722278595, -0.08659288287162781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.00018045306205749512, 0.024780869483947754, 0.0, 0.0, 0.0, 0.0, 1.0]",0.4000000059604645,17,23,329,10
"[0.6153515577316284, 0.09733599424362183, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0071239173412323, 0.02718242257833481, 0.0, 0.0, 0.0, 0.0, 1.0]",0.800000011920929,17,20,398,10
"[0.26413264870643616, -0.034537915140390396, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.00749659538269043, -0.018546491861343384, 0.0, 0.0, 0.0, 0.0, 1.0]",0.4000000059604645,1,20,438,10
"[0.2892511487007141, -0.20158496499061584, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.008909404277801514, 0.005112975835800171, 0.0, 0.0, 0.0, 0.0, 1.0]",0.6000000238418579,34,25,101,0
"[0.504379153251648, 0.0011228673392906785, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-1.0132789611816406e-06, 0.002179577946662903, 0.0, 0.0, 0.0, 0.0, 1.0]",0.30000001192092896,6,14,352,27
"[0.5340238213539124, 0.21077969670295715, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.024674922227859497, -0.0075498782098293304, 0.0, 0.0, 0.0, 0.0, 1.0]",3.200000047683716,9,19,196,24
"[0.268642395734787, -0.1323004961013794, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.034788042306900024, 0.00024020671844482422, 0.0, 0.0, 0.0, 0.0, 1.0]",2.4000000953674316,14,16,400,14
"[0.398788720369339, 0.08065777271986008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.01618233323097229, 0.02761877328157425, 0.0, 0.0, 0.0, 0.0, 1.0]",0.30000001192092896,6,17,20,17
"[0.32760855555534363, 0.06310677528381348, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.026506006717681885, 0.04892325401306152, 0.0, 0.0, 0.0, 0.0, 1.0]",0.699999988079071,5,16,10,28
"[0.3447033166885376, -0.019014783203601837, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.03540825843811035, 0.015219725668430328, 0.0, 0.0, 0.0, 0.0, 1.0]",0.5,19,18,233,15
"[0.37938836216926575, 0.010258153080940247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.030685007572174072, -0.10954800993204117, 0.0, 0.0, 0.0, 0.0, 1.0]",0.0,36,14,82,29
"[0.43736839294433594, -0.3043845295906067, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1.399999976158142,8,13,44,23
"[0.4455620050430298, 0.25368380546569824, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.010840296745300293, 0.0035714134573936462, 0.0, 0.0, 0.0, 0.0, 1.0]",1.399999976158142,5,25,462,28
"[0.525547206401825, 0.12936097383499146, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.054775506258010864, -0.012059852480888367, 0.0, 0.0, 0.0, 0.0, 1.0]",0.5,1,18,263,25
"[0.5131266713142395, 0.13427628576755524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.007314056158065796, 0.0012689977884292603, 0.0, 0.0, 0.0, 0.0, 1.0]",1.600000023841858,3,24,23,18
"[0.2937239408493042, -0.1912759393453598, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0016756653785705566, -0.03383878618478775, 0.0, 0.0, 0.0, 0.0, 1.0]",0.20000000298023224,15,15,381,23
"[0.3231544494628906, -0.13227593898773193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.021581649780273438, -0.06278964132070541, 0.0, 0.0, 0.0, 0.0, 1.0]",2.0,13,27,179,25
"[0.2901250720024109, 0.04825646057724953, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.00661739706993103, 0.10974811762571335, 0.0, 0.0, 0.0, 0.0, 1.0]",1.7999999523162842,20,0,455,28
"[0.2794781029224396, 0.2818734049797058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0108298659324646, -0.1322016566991806, 0.0, 0.0, 0.0, 0.0, 1.0]",1.2000000476837158,2,24,394,29
"[0.5716978907585144, 0.13743719458580017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.021497756242752075, -0.03928368538618088, 0.0, 0.0, 0.0, 0.0, 1.0]",1.2000000476837158,8,5,461,24
"[0.48531657457351685, 0.12585453689098358, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-4.649162292480469e-06, -0.012467235326766968, 0.0, 0.0, 0.0, 0.0, 1.0]",3.4000000953674316,0,5,291,7
"[0.32454055547714233, -0.11043478548526764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.04015687108039856, 0.028650231659412384, 0.0, 0.0, 0.0, 0.0, 1.0]",1.5,26,12,488,18
"[0.43231093883514404, -0.15869632363319397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",1.899999976158142,9,5,290,12
"[0.4240184426307678, -0.12924052774906158, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.007844865322113037, 1.9669532775878906e-06, 0.0, 0.0, 0.0, 0.0, 1.0]",0.10000000149011612,8,17,481,24
"[0.34434372186660767, -0.16383549571037292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[6.556510925292969e-07, -0.0026583969593048096, 0.0, 0.0, 0.0, 0.0, 1.0]",0.20000000298023224,3,10,434,1
"[0.4188210964202881, -0.12400742620229721, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.004469156265258789, -0.005289241671562195, 0.0, 0.0, 0.0, 0.0, 1.0]",0.5,10,18,274,8
"[0.44735294580459595, -0.22743451595306396, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.12080052495002747, 0.0019842833280563354, 0.0, 0.0, 0.0, 0.0, 1.0]",2.0999999046325684,19,16,484,24
"[0.46217331290245056, -0.06732062995433807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.005300074815750122, -0.11046499013900757, 0.0, 0.0, 0.0, 0.0, 1.0]",0.4000000059604645,36,23,226,8
"[0.5279470086097717, 0.19040480256080627, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.04662364721298218, -0.009358324110507965, 0.0, 0.0, 0.0, 0.0, 1.0]",0.800000011920929,14,19,338,29
"[0.46586376428604126, 0.011181699112057686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.034663885831832886, 0.024656206369400024, 0.0, 0.0, 0.0, 0.0, 1.0]",0.20000000298023224,31,22,376,7
"[0.47051480412483215, -0.19139115512371063, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0389614999294281, -0.09788872301578522, 0.0, 0.0, 0.0, 0.0, 1.0]",1.100000023841858,1,14,60,12
"[0.47049590945243835, -0.09212086349725723, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.014793992042541504, -0.0020114704966545105, 0.0, 0.0, 0.0, 0.0, 1.0]",0.5,23,28,255,2
"[0.3967616558074951, -0.2727569043636322, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0025277435779571533, -0.03518999367952347, 0.0, 0.0, 0.0, 0.0, 1.0]",0.10000000149011612,16,10,141,29
"[0.2576301097869873, 0.1947566568851471, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.014966756105422974, -0.0054350062273442745, 0.0, 0.0, 0.0, 0.0, 1.0]",3.0999999046325684,12,7,388,14
"[0.4870275855064392, -0.08838921785354614, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0006006062030792236, -0.05664438009262085, 0.0, 0.0, 0.0, 0.0, 1.0]",0.5,28,18,275,18
"[0.444936603307724, -0.030636755749583244, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.04728004336357117, 0.04526841640472412, 0.0, 0.0, 0.0, 0.0, 1.0]",1.2000000476837158,2,5,471,5
"[0.4176655411720276, 0.006606450304389, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.02082914113998413, 0.019172489643096924, 0.0, 0.0, 0.0, 0.0, 1.0]",0.4000000059604645,2,7,127,18
"[0.5649626851081848, 0.14074911177158356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.019215255975723267, 0.008387193083763123, 0.0, 0.0, 0.0, 0.0, 1.0]",0.6000000238418579,6,29,499,25
"[0.32764312624931335, -0.20142997801303864, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.699999988079071,9,14,98,24
"[0.44094178080558777, -0.14908306300640106, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.002202272415161133, -0.0051202550530433655, 0.0, 0.0, 0.0, 0.0, 1.0]",1.5,4,29,46,18
"[0.508950412273407, -0.0004153724294155836, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0008999407291412354, -0.02394762635231018, 0.0, 0.0, 0.0, 0.0, 1.0]",0.20000000298023224,23,24,133,18
"[0.3957560956478119, 0.11922848969697952, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.009719222784042358, 0.07295279204845428, 0.0, 0.0, 0.0, 0.0, 1.0]",0.8999999761581421,33,18,393,25
"[0.4901989698410034, -0.011646606959402561, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0002688765525817871, -0.05812826007604599, 0.0, 0.0, 0.0, 0.0, 1.0]",1.7000000476837158,3,24,470,0
"[0.2775074541568756, -0.09158196300268173, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.012459784746170044, 0.10373642295598984, 0.0, 0.0, 0.0, 0.0, 1.0]",0.30000001192092896,31,16,341,11
"[0.46621882915496826, -0.007565268315374851, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-4.1425228118896484e-06, -0.05625317990779877, 0.0, 0.0, 0.0, 0.0, 1.0]",2.0,18,20,227,15
"[0.41933706402778625, -0.10583920776844025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.042403966188430786, -0.045341819524765015, 0.0, 0.0, 0.0, 0.0, 1.0]",0.0,5,12,483,0
"[0.39781323075294495, -0.2259141057729721, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.00046640634536743164, -0.07385919243097305, 0.0, 0.0, 0.0, 0.0, 1.0]",1.0,5,18,134,1
"[0.3348815441131592, 0.07056092470884323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.0020827651023864746, 0.0010795146226882935, 0.0, 0.0, 0.0, 0.0, 1.0]",3.299999952316284,10,25,411,20
"[0.4673681855201721, 0.17933475971221924, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.011454999446868896, -0.026848673820495605, 0.0, 0.0, 0.0, 0.0, 1.0]",0.800000011920929,1,5,33,28
"[0.4865019619464874, 0.20346622169017792, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-1.895427703857422e-05, 0.06653288006782532, 0.0, 0.0, 0.0, 0.0, 1.0]",1.399999976158142,11,7,112,18
"[0.313650906085968, 0.18482977151870728, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-1.8477439880371094e-06, -0.00512850284576416, 0.0, 0.0, 0.0, 0.0, 1.0]",1.600000023841858,1,15,453,21
"[0.4148769974708557, -0.18628662824630737, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.02717268466949463, 0.03722202777862549, 0.0, 0.0, 0.0, 0.0, 1.0]",1.0,5,7,315,20
"[0.3625601828098297, -0.10075408220291138, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.03017011284828186, -0.018933560699224472, 0.0, 0.0, 0.0, 0.0, 1.0]",0.6000000238418579,11,29,493,14
"[0.2794781029224396, 0.2820892632007599, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.026063591241836548, 0.02297346293926239, 0.0, 0.0, 0.0, 0.0, 1.0]",0.800000011920929,1,18,71,5
"[0.5275592803955078, -0.059236228466033936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.058164238929748535, 0.07047320902347565, 0.0, 0.0, 0.0, 0.0, 1.0]",1.0,6,29,95,12
"[0.2773074805736542, -0.049255333840847015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0019360184669494629, -0.012983512133359909, 0.0, 0.0, 0.0, 0.0, 1.0]",0.5,2,15,437,18
"[0.3406190276145935, 0.17116329073905945, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.022721707820892334, 0.07254648208618164, 0.0, 0.0, 0.0, 0.0, 1.0]",0.0,17,3,472,22
"[0.4760662913322449, 0.16429245471954346, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.03702089190483093, 0.10678548365831375, 0.0, 0.0, 0.0, 0.0, 1.0]",0.10000000149011612,10,16,70,4
