observation.state,action,timestamp,frame_index,episode_index,index,task_index
"[0.5705762505531311, -0.10925671458244324, 0.11542599648237228, -0.11830749362707138, 0.9538468718528748, 0.20163799822330475, 0.18847180902957916, 0.18182945251464844]","[0.058775894343853, -0.03359592333436012, 0.013981695286929607, -0.12422680109739304, -0.24987520277500153, -0.19254295527935028, 1.0]",12.0,20,8,141,4
"[0.5764284729957581, 0.04491633549332619, 0.8594788312911987, 0.7191833257675171, -0.6050595641136169, -0.22907939553260803, -0.2533789873123169, 0.9938820004463196]","[0.006127782166004181, -0.0022815591655671597, 0.018775304779410362, -0.009863900020718575, -0.06210571154952049, 0.011342564597725868, 0.0]",22.0,98,1,290,0
"[0.3651365339756012, -0.20209549367427826, 0.7464120984077454, -0.5890216827392578, 0.8017433881759644, -0.03118637017905712, 0.0963766947388649, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",11.0,64,8,401,5
"[0.750089168548584, -0.019176039844751358, 0.8733588457107544, 0.6722815036773682, -0.542924165725708, -0.16461068391799927, -0.47557783126831055, 0.0]","[0.02241344563663006, -0.0026230087969452143, 0.0028712062630802393, 0.004259837791323662, -0.03128143027424812, -0.02312280237674713, 1.0]",3.3333332538604736,48,7,406,0
"[0.7701483368873596, 0.010482019744813442, 0.9213913679122925, -0.6086162328720093, 0.5139307975769043, 0.05249812453985214, 0.6022502183914185, 0.7871627807617188]","[0.04038386419415474, 0.024528227746486664, -0.025794705376029015, 0.08257422596216202, -0.06661292165517807, -0.07597915828227997, 0.0]",2.6666667461395264,39,2,343,5
"[0.4819985032081604, 0.05875123664736748, 0.10181454569101334, -0.5000199675559998, 0.807294487953186, 0.20744237303733826, 0.23499631881713867, 0.8746584057807922]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",7.333333492279053,30,7,351,8
"[0.5021523237228394, -0.20130041241645813, 0.46407371759414673, 0.7193255424499512, -0.6374035477638245, -0.09235307574272156, -0.2603044807910919, 0.0]","[0.04835207015275955, -0.04057629778981209, -0.010208513587713242, -0.07675760984420776, 0.22825004160404205, 0.12161116302013397, 0.0]",21.66666603088379,2,4,356,0
"[0.6134611368179321, -0.21784676611423492, 0.6828150153160095, -0.3446154296398163, 0.8598305583000183, 0.124534472823143, 0.355559766292572, 0.0]","[-0.02110029011964798, 0.057447511702775955, -0.05525081232190132, 0.20319616794586182, 0.04918244108557701, 0.15163283050060272, 1.0]",1.6666666269302368,14,5,348,8
"[0.504335343837738, -0.11408749222755432, 0.672257125377655, -0.3847239315509796, 0.8286266326904297, 0.22939123213291168, 0.33577537536621094, 0.0]","[0.0033367581199854612, 0.0025962002109736204, -0.0036067459732294083, -0.0035401051864027977, 0.0015274876495823264, 0.006738841999322176, 1.0]",1.3333333730697632,28,7,435,7
"[0.6219247579574585, -0.17949534952640533, 0.48323854804039, -0.671222448348999, 0.7002878189086914, 0.02415526658296585, 0.24181394279003143, 0.0]","[-0.017835360020399094, -0.009199493564665318, -0.01551616471260786, 0.012941259890794754, 0.05397598445415497, -0.0908232182264328, 0.0]",8.666666984558105,36,6,118,8
"[0.509631872177124, -0.2433634251356125, 0.877866804599762, -0.5777409672737122, 0.8056033253669739, 0.04069351404905319, 0.124750517308712, 0.0]","[-1.3191394828027114e-05, 1.4739913240191527e-05, -2.5428447770536877e-05, 9.106620382226538e-06, 4.310098665882833e-05, 2.1901087166043e-05, 0.0]",17.66666603088379,6,5,371,3
"[0.49713215231895447, -0.1629258245229721, 0.6013467311859131, -0.5465431809425354, 0.8173782229423523, 0.12135498225688934, 0.13585445284843445, 0.8640000224113464]","[0.05685407295823097, 0.06539463996887207, -0.019186832010746002, 0.20138655602931976, 0.01968054659664631, 0.1411312073469162, 0.0]",10.0,86,2,30,5
"[0.8195177912712097, -0.05150376632809639, 0.8353646993637085, 0.751371443271637, -0.4746246337890625, 0.06056409701704979, -0.4544275403022766, 0.9997391104698181]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",34.33333206176758,25,0,306,8
"[0.5186343789100647, -0.2190587967634201, 0.6244155764579773, -0.6572208404541016, 0.7273935079574585, 0.101645827293396, 0.16919685900211334, 0.0]","[0.012159943580627441, -0.005180372390896082, 0.008253198117017746, 0.013535674661397934, -0.0394122377038002, 0.0040390766225755215, 0.0]",8.333333015441895,13,7,215,6
"[0.5245255827903748, -0.25536638498306274, 0.7071061134338379, -0.6676379442214966, 0.7270162105560303, 0.11740423738956451, 0.10919376462697983, 0.0]","[-0.032839469611644745, -0.03053826093673706, -0.06355801969766617, 0.027441253885626793, 0.15006110072135925, -0.1710021197795868, 0.0]",12.333333015441895,32,7,242,7
"[0.645287275314331, -0.1847144514322281, 0.41599908471107483, -0.6652050018310547, 0.7216107845306396, 0.02925170212984085, 0.18953755497932434, 0.1756279021501541]","[0.028960559517145157, -0.06687178462743759, -0.05593045800924301, -0.039426885545253754, 0.0717349499464035, -0.2248101383447647, 1.0]",2.0,17,1,370,5
"[0.5349310636520386, -0.1319848895072937, 0.38780030608177185, -0.3267441391944885, 0.9163617491722107, 0.10200144350528717, 0.20764175057411194, 1.0]","[0.002786363707855344, 0.0011564891319721937, 0.021537113934755325, -0.016351904720067978, -0.051023758947849274, 0.03392695635557175, 0.0]",8.333333015441895,5,0,256,1
"[0.8414051532745361, -0.06892460584640503, 0.8836783170700073, -0.577207088470459, 0.7531968355178833, 0.005851732566952705, 0.3154239356517792, 0.11602484434843063]","[-0.08799272030591965, -0.006461729295551777, 0.03005915693938732, 0.14030146598815918, -0.06994106620550156, 0.09151740372180939, 0.0]",33.0,81,4,496,3
"[0.8413744568824768, -0.06898085027933121, 0.8837561011314392, -0.5771824717521667, 0.753204345703125, 0.005823048297315836, 0.3154516816139221, 0.8147826194763184]","[0.0651269480586052, 0.015014206990599632, 0.023375138640403748, 0.12117656320333481, -0.11958546191453934, -0.1475248634815216, 0.0]",12.666666984558105,8,4,129,0
"[0.823210597038269, -0.06816273182630539, 0.8853017091751099, 0.7451080679893494, -0.4614114463329315, 0.13129079341888428, -0.4633316099643707, 1.0]","[-0.047133494168519974, 0.00970593374222517, -0.10185912251472473, 0.045850660651922226, 0.06139976158738136, -0.008531427010893822, 0.0]",16.33333396911621,77,5,57,1
"[0.8223143219947815, -0.09215414524078369, 0.8755003213882446, 0.7253583073616028, -0.4894009828567505, 0.15147258341312408, -0.4597804844379425, 1.0]","[0.013165472075343132, 0.0019252869533374906, -0.018045321106910706, 0.04679218679666519, 0.01524641364812851, 0.007396713364869356, 1.0]",7.333333492279053,26,0,374,0
"[0.5102047920227051, -0.2471892237663269, 0.8375711441040039, -0.5871878862380981, 0.799456000328064, 0.04869413748383522, 0.11708679795265198, 0.0]","[-0.008007713593542576, 0.053529202938079834, -0.05593184381723404, 0.29691872000694275, 0.058844223618507385, 0.1964971423149109, 1.0]",0.6666666865348816,4,4,130,8
"[0.6023799777030945, -0.05749494954943657, 0.1134985089302063, -0.5287608504295349, 0.7735034227371216, 0.2280372977256775, 0.26477062702178955, 0.0]","[-0.016571981832385063, -0.028032492846250534, -0.09678837656974792, 0.04104968532919884, 0.2218768447637558, -0.007475071121007204, 0.0]",36.0,92,6,333,0
"[0.41109567880630493, -0.22757405042648315, 0.947870135307312, -0.6196062564849854, 0.7624784111976624, -0.0690903589129448, 0.1730353832244873, 0.0]","[-0.016222506761550903, -0.01972239278256893, -0.010434122756123543, -0.0036108200438320637, 0.057914528995752335, -0.027927672490477562, 0.0]",4.333333492279053,15,7,1,4
"[0.6039931178092957, -0.0629277154803276, 0.4094618260860443, -0.32594841718673706, 0.897089958190918, 0.10880012810230255, 0.27775853872299194, 1.0]","[0.0, -1.3877787807814457e-17, 1.1102230246251565e-16, 0.0, -0.0, 0.0, 1.0]",20.0,5,1,135,1
"[0.7456689476966858, 0.016281217336654663, 0.9263482093811035, -0.6238633990287781, 0.49165645241737366, 0.04782319441437721, 0.605624794960022, 1.0]","[-0.015022608451545238, -0.01048138365149498, -0.0331604927778244, 0.05547516793012619, 0.051375579088926315, -0.0786690041422844, 1.0]",30.33333396911621,22,1,456,0
"[0.5418573021888733, -0.07420390844345093, 0.3332175612449646, -0.6650130152702332, 0.6733289957046509, 0.261841356754303, 0.18927471339702606, 0.0]","[-0.036653485149145126, -0.012583094649016857, 0.2004394233226776, -0.2256343960762024, -0.45322805643081665, 0.037380822002887726, 0.0]",9.333333015441895,52,0,176,0
"[0.47398295998573303, -0.22820371389389038, 0.9594491720199585, -0.6006553173065186, 0.7806435227394104, -0.024968603625893593, 0.17083740234375, 0.0]","[-0.02891925722360611, -0.03689824044704437, -0.03194444254040718, -0.06277692317962646, 0.02604772336781025, -0.09515380859375, 1.0]",18.66666603088379,17,5,89,4
"[0.5119750499725342, 0.01957993023097515, 0.14633232355117798, -0.41853785514831543, 0.7796175479888916, 0.27290400862693787, 0.3775526285171509, 0.0]","[-0.027709124609827995, 0.01883506402373314, -0.02565881423652172, -0.04244082048535347, 0.04271417856216431, -0.04627581685781479, 1.0]",37.0,18,6,7,1
"[0.5763543844223022, -0.04903312772512436, 0.35903894901275635, -0.3085164725780487, 0.8285155892372131, 0.29803991317749023, 0.35993292927742004, 0.0]","[0.02035856992006302, 0.02294185198843479, -0.059418246150016785, 0.32990697026252747, -0.07823210954666138, -0.05532003939151764, 1.0]",2.3333332538604736,12,7,275,0
"[0.7511085867881775, -0.029308155179023743, 0.8850027322769165, 0.6637935042381287, -0.5461156964302063, -0.1498734951019287, -0.48854249715805054, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",22.0,22,7,2,1
"[0.6606767177581787, -0.19518299400806427, 0.43411192297935486, -0.6751688718795776, 0.7078939080238342, 0.034150417894124985, 0.20461413264274597, 0.0]","[0.04621433839201927, -0.022320419549942017, -0.06791055202484131, -0.017804866656661034, -0.0009582111379131675, -0.1284978836774826, 1.0]",6.0,1,0,397,0
"[0.5900511145591736, -0.06438129395246506, 0.09710219502449036, -0.4974321126937866, 0.7755637764930725, 0.2597019374370575, 0.2891661822795868, 0.6510558724403381]","[0.020956462249159813, 0.01806877739727497, -0.07795606553554535, -0.07461510598659515, 0.02581598237156868, -0.01386084035038948, 1.0]",2.3333332538604736,20,8,444,7
"[0.5604873895645142, 0.015574309043586254, 0.20959171652793884, -0.4941074848175049, 0.7717044353485107, 0.2557103931903839, 0.30812692642211914, 0.0]","[0.03030185028910637, 0.034540265798568726, 0.01267197448760271, -0.024298178032040596, -0.07328882813453674, 0.08039280027151108, 0.0]",20.33333396911621,13,5,178,7
"[0.5872322916984558, -0.0627351924777031, 0.2797756791114807, -0.2384902536869049, 0.8708488941192627, 0.2804328203201294, 0.32573309540748596, 0.0]","[0.020295916125178337, 0.002469569444656372, 0.03615742176771164, -0.007854295894503593, -0.09414734691381454, -0.03308618441224098, 1.0]",3.6666667461395264,10,7,76,6
"[0.49644508957862854, -0.163185715675354, 0.5920405983924866, -0.5465556979179382, 0.8176227807998657, 0.12169065326452255, 0.13401959836483002, 0.39888373017311096]","[0.03067600540816784, 0.017530614510178566, 0.013425246812403202, 0.05246073752641678, -0.02718379907310009, 0.03965700417757034, 0.0]",3.0,7,7,19,7
"[0.5012233853340149, -0.1887277513742447, 0.6057555675506592, 0.7752578854560852, -0.5849844217300415, -0.16641944646835327, -0.17050790786743164, 0.0]","[-0.008167102001607418, 0.00853562168776989, -0.010709765367209911, -0.03374972194433212, 0.01487447414547205, 0.01758110709488392, 1.0]",14.666666984558105,9,1,288,2
"[0.619389533996582, -0.12462791055440903, 0.9204998016357422, -0.5723403692245483, 0.7689259052276611, 0.12450066953897476, 0.2562791407108307, 0.3577178418636322]","[-0.015495466068387032, 0.06418327242136002, 0.26614880561828613, 0.47052115201950073, -0.6318977475166321, 0.3183436095714569, 0.0]",7.666666507720947,56,0,304,0
"[0.46407634019851685, -0.2421828955411911, 0.8211230039596558, -0.39593374729156494, 0.8627743124961853, 0.16273649036884308, 0.2690238356590271, 0.0]","[0.08947101980447769, 0.007970577105879784, 0.04034293070435524, 0.0572788342833519, -0.15696489810943604, -0.11934403330087662, 0.0]",9.666666984558105,40,6,443,0
"[0.687444806098938, -0.23913811147212982, 0.6203091144561768, -0.37011784315109253, 0.8545685410499573, -0.020027611404657364, 0.36376404762268066, 0.0]","[-0.11659657955169678, 0.03049490414559841, 0.009824573062360287, 0.15021413564682007, 0.1967526227235794, 0.22411637008190155, 0.0]",9.0,34,0,153,1
"[0.5365352630615234, -0.13239891827106476, 0.4499780833721161, -0.29652175307273865, 0.8140655755996704, 0.340351939201355, 0.3654211759567261, 0.0]","[0.020768938586115837, 0.07339108735322952, 0.246292382478714, 0.48497888445854187, -0.5887647867202759, 0.23007617890834808, 0.0]",25.66666603088379,31,0,262,1
"[0.601169764995575, 0.021670063957571983, 0.22697488963603973, -0.5268137454986572, 0.7617178559303284, 0.2601056396961212, 0.27312666177749634, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, -0.0, 0.0]",16.0,59,2,138,4
"[0.7070088386535645, -0.2360721230506897, 0.598312497138977, -0.3377317786216736, 0.8720282912254333, -0.028193432837724686, 0.3531416058540344, 1.0]","[-0.023133309558033943, -0.0004002094210591167, 0.0058547756634652615, 0.045604269951581955, -0.015187952667474747, 0.09860572218894958, 0.0]",13.333333015441895,11,0,300,5
"[0.6147183179855347, -0.17749494314193726, 0.4793930649757385, 0.735035240650177, -0.6283131837844849, -0.16521330177783966, -0.1940367966890335, 0.0]","[0.0217778068035841, 0.023478463292121887, -0.03995233401656151, 0.06614220142364502, -0.004922028165310621, 0.06698669493198395, 1.0]",25.33333396911621,26,1,103,0
"[0.36971232295036316, -0.26093724370002747, 0.4874332547187805, -0.5934953689575195, 0.7757003307342529, 0.13808566331863403, 0.16426995396614075, 0.0]","[0.008182055316865444, 0.010161865502595901, -0.0948747843503952, 0.11125217378139496, 0.1138310357928276, -0.029855778440833092, 1.0]",20.66666603088379,71,5,481,6
"[0.537237286567688, -0.03684176877140999, 0.8315666913986206, -0.5886967182159424, 0.5325260758399963, 0.09025254100561142, 0.601420521736145, 1.0]","[0.009095357730984688, -0.004671319853514433, -0.01754724606871605, -0.00610814755782485, -0.02389683574438095, -0.06436145305633545, 1.0]",24.33333396911621,45,1,244,4
"[0.42743587493896484, -0.2240772396326065, 0.9443368315696716, -0.5826005935668945, 0.7940336465835571, -0.05529402941465378, 0.1644069105386734, 1.0]","[0.07842375338077545, 0.00231085903942585, -0.012791886925697327, -0.035582542419433594, 0.025861479341983795, -0.04521007835865021, 0.0]",2.3333332538604736,70,4,15,4
"[0.4381179213523865, -0.2166590690612793, 0.9761547446250916, -0.6033326387405396, 0.7807295322418213, -0.03446250408887863, 0.15894490480422974, 0.0]","[0.04721381142735481, -0.019544173032045364, -0.01864173263311386, 0.03894427791237831, -0.006122954655438662, -0.0052517130970954895, 1.0]",2.3333332538604736,11,0,281,5
"[0.6019598841667175, -0.18323490023612976, 0.4510962963104248, -0.675108015537262, 0.7029193639755249, 0.05633872002363205, 0.21670140326023102, 0.0]","[-0.005109697580337524, -0.00327568338252604, -0.028707707300782204, 0.056842926889657974, 0.08053978532552719, -0.010974956676363945, 1.0]",5.666666507720947,15,1,457,5
"[0.5648295283317566, -0.20836560428142548, 0.5089131593704224, 0.7178469300270081, -0.6646820306777954, -0.12125290930271149, -0.16790273785591125, 0.0]","[8.120853181026177e-07, 3.1910312827676535e-06, 1.2090255040675402e-05, 9.364245556753303e-07, -4.959847865393385e-05, -2.2860078843223164e-06, 0.0]",1.0,8,7,187,1
"[0.443330854177475, -0.07582522928714752, 0.41769033670425415, -0.45197832584381104, 0.857144832611084, 0.18607330322265625, 0.16246561706066132, 1.0]","[0.004543003160506487, 0.0013838433660566807, -0.009141996502876282, -0.04739588871598244, 0.002505233511328697, -0.1061459481716156, 1.0]",7.333333492279053,12,1,127,6
"[0.4854084849357605, 0.13114573061466217, 0.20898064970970154, -0.5373442769050598, 0.7725175619125366, 0.16954046487808228, 0.29280325770378113, 1.0]","[-0.012638614512979984, -0.008717210032045841, -0.02067699283361435, 0.09030508249998093, 0.010894699953496456, -0.04528786987066269, 1.0]",0.6666666865348816,34,7,228,0
"[0.46825462579727173, -0.09297361224889755, 0.9734926223754883, -0.6748643517494202, 0.6931599974632263, 0.051903821527957916, 0.2477768063545227, 0.0]","[-0.03873411566019058, -0.05709931254386902, -0.047509100288152695, 0.2299894541501999, -0.04067856818437576, -0.25862058997154236, 1.0]",12.666666984558105,85,8,106,5
"[0.556969165802002, -0.058560412377119064, 0.436551034450531, -0.3873301148414612, 0.8681814074516296, 0.1372455507516861, 0.2782086133956909, 1.0]","[0.015429067425429821, -0.007631085347384214, -0.010650375857949257, -0.053456299006938934, -0.05626101791858673, -0.06818922609090805, 1.0]",20.66666603088379,38,4,136,5
"[0.4171432852745056, -0.13967329263687134, 0.9046292304992676, -0.6534560918807983, 0.7097554802894592, 0.12659306824207306, 0.23068684339523315, 0.00034728681202977896]","[0.023984232917428017, -0.010118624195456505, -0.0852886363863945, -0.055393073707818985, 0.06188911199569702, -0.1790897250175476, 1.0]",11.666666984558105,1,1,234,4
"[0.43477752804756165, -0.2418404519557953, 0.8644590973854065, -0.4416899085044861, 0.851472020149231, 0.0993853360414505, 0.26462793350219727, 0.0]","[0.03530566394329071, 0.06190185248851776, -0.28181207180023193, 0.20631659030914307, 0.23858898878097534, 0.026717886328697205, 1.0]",3.0,53,0,334,5
"[0.5541406869888306, -0.06854496896266937, 0.416616827249527, -0.33312007784843445, 0.8028026223182678, 0.334218829870224, 0.36446771025657654, 0.0]","[0.02822129987180233, -0.02254016138613224, -0.03635912016034126, -0.10769829154014587, -0.045937664806842804, -0.2249360829591751, 1.0]",2.6666667461395264,27,0,419,4
"[0.7673224806785583, 0.022065605968236923, 0.9174342751502991, -0.6136093139648438, 0.5090855360031128, 0.05930762737989426, 0.6006647348403931, 0.0]","[-0.026259679347276688, -0.07478126138448715, -0.049991000443696976, -0.07179111987352371, 0.12572512030601501, -0.23300567269325256, 0.0]",2.0,27,1,151,3
"[0.516650915145874, -0.10272999107837677, 0.41815313696861267, -0.35890352725982666, 0.8994918465614319, 0.13964790105819702, 0.20640048384666443, 1.0]","[0.0, 0.0, -5.551115123125783e-17, -0.0, 0.0, 0.0, 1.0]",8.0,20,5,193,2
"[0.5230435132980347, -0.09364905208349228, 0.4368717670440674, -0.31730371713638306, 0.9100548028945923, 0.15517115592956543, 0.2168881893157959, 0.9986976981163025]","[0.04754472151398659, 0.022766022011637688, 0.0024957279674708843, -0.004571138881146908, -0.0024542168248444796, 0.016688870266079903, 1.0]",15.666666984558105,22,3,3,5
"[0.4971661865711212, -0.147649884223938, 0.3988803029060364, -0.32266712188720703, 0.9193997979164124, 0.14973007142543793, 0.1678415983915329, 1.0]","[-2.3101296392269433e-05, 3.419544009375386e-05, -1.7640537407714874e-05, 2.593572025944013e-05, 4.066364635946229e-05, 3.761451444006525e-05, 0.0]",8.333333015441895,28,7,52,3
"[0.5031098127365112, -0.06824874877929688, 0.4428269565105438, -0.4226437509059906, 0.8611119985580444, 0.1735752820968628, 0.22300218045711517, 1.0]","[-0.010969709604978561, 0.03427526354789734, -0.03994540870189667, 0.11136410385370255, 0.038573186844587326, 0.06575290113687515, 1.0]",15.0,58,0,10,5
"[0.3469383120536804, -0.19694672524929047, 0.704201340675354, -0.5616832971572876, 0.8235799670219421, -0.0002408768341410905, 0.07891679555177689, 1.0]","[0.01978900097310543, 0.015386993065476418, -0.033282242715358734, 0.02242118865251541, -0.0003580482443794608, -0.018794232979416847, 1.0]",0.6666666865348816,35,3,427,7
"[0.5354094505310059, -0.12474984675645828, 0.39069539308547974, -0.33119267225265503, 0.9132270812988281, 0.10688012093305588, 0.2119065374135971, 1.0]","[0.014004272408783436, 0.07776811718940735, -0.012292645871639252, 0.015072033740580082, 0.0531875416636467, 0.23518280684947968, 1.0]",25.0,50,5,159,7
"[0.6086459159851074, -0.1999872922897339, 0.41688627004623413, -0.6802507042884827, 0.6929851174354553, 0.059922050684690475, 0.23117081820964813, 1.0]","[0.039199698716402054, -0.03941069915890694, 0.02708733081817627, -0.1720278412103653, -0.21967579424381256, -0.16927404701709747, 1.0]",27.0,83,3,499,8
"[0.4942377209663391, -0.014836440794169903, 0.64820796251297, -0.557870626449585, 0.5830288529396057, 0.23546403646469116, 0.5416774153709412, 1.0]","[-0.013472223654389381, 0.02267845720052719, 0.049793943762779236, 0.05916649475693703, -0.051774658262729645, 0.12431367486715317, 0.0]",4.0,46,1,33,6
"[0.5453101992607117, 0.012259752489626408, 0.9986430406570435, 0.7157191038131714, -0.519504964351654, -0.22825323045253754, -0.40713784098625183, 1.0]","[8.249170946328377e-07, 3.2159559850697406e-06, 1.2099603736714926e-05, 9.329431804872002e-07, -4.962238745065406e-05, -2.214243522757897e-06, 0.0]",3.6666667461395264,13,5,398,6
"[0.4120038151741028, -0.2243158370256424, 0.8946171402931213, -0.5854148864746094, 0.7960407137870789, -0.055858053267002106, 0.14313791692256927, 1.0]","[0.01319856196641922, -0.01796124316751957, -0.08582057803869247, -0.04967150092124939, 0.08592133969068527, -0.15503011643886566, 1.0]",1.0,107,7,322,7
"[0.6863601803779602, 0.020730307325720787, 0.933454155921936, -0.6534322500228882, 0.4511723816394806, 0.033885203301906586, 0.6068950295448303, 1.0]","[0.018054606392979622, -0.015685783699154854, -0.0629182755947113, 0.026583731174468994, 0.022369246929883957, -0.12885724008083344, 1.0]",8.0,54,7,196,8
"[0.5453599095344543, 0.042543675750494, 0.5659414529800415, -0.5710592865943909, 0.6661370396614075, -0.07568015158176422, 0.4737354516983032, 1.0]","[0.023022031411528587, 0.002325923414900899, 0.010475965216755867, 0.01399165764451027, -0.04058176651597023, -0.028501957654953003, 0.0]",6.333333492279053,10,7,21,0
"[0.690811812877655, -0.23784992098808289, 0.6141015887260437, -0.3653135895729065, 0.857109546661377, -0.02110951766371727, 0.3625790774822235, 0.0]","[0.034866075962781906, -0.005918361246585846, 0.043620169162750244, -0.030492113903164864, -0.055547360330820084, 0.014305653050541878, 0.0]",20.0,12,1,169,4
"[0.7422298789024353, -0.02776717022061348, 0.8692268133163452, 0.6700968742370605, -0.5581883192062378, -0.15528318285942078, -0.4639861285686493, 0.7313488125801086]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",9.333333015441895,23,4,448,0
"[0.5520293116569519, -0.07516379654407501, 0.20745781064033508, -0.559683620929718, 0.6884139776229858, 0.36020368337631226, 0.288259893655777, 0.0]","[0.1251998394727707, 0.056041449308395386, 0.06691702455282211, 0.1873568743467331, -0.1455388069152832, 0.1307670921087265, 0.0]",2.0,51,8,69,0
"[0.44434571266174316, 0.07340336591005325, 0.43742436170578003, -0.5541883111000061, 0.7186539769172668, 0.0026028070133179426, 0.4200059473514557, 1.0]","[0.10410648584365845, 0.07219048589468002, -0.013980337418615818, 0.07843338698148727, 0.04694594815373421, 0.11638078838586807, 0.0]",10.333333015441895,50,0,375,1
"[0.7463318109512329, -0.015030182898044586, 0.8677877187728882, 0.6777955889701843, -0.5425488948822021, -0.16887138783931732, -0.46660077571868896, 0.2693333327770233]","[-0.009465757757425308, 0.003529276931658387, -0.03588702529668808, 0.0784190371632576, 0.042483896017074585, -0.08833670616149902, 1.0]",6.333333492279053,78,7,478,7
"[0.339995801448822, -0.13361357152462006, 0.45599108934402466, -0.503653347492218, 0.8503991365432739, 0.144817054271698, 0.046718258410692215, 1.0]","[0.03329038992524147, 0.04747266694903374, -0.1321297436952591, 0.21585984528064728, 0.10712877660989761, -0.15934744477272034, 1.0]",7.666666507720947,7,6,354,4
"[0.5183621048927307, -0.007787496317178011, 0.467902272939682, -0.43185824155807495, 0.6642031073570251, 0.38404327630996704, 0.4741766154766083, 1.0]","[0.014402012340724468, 0.01845744252204895, -0.06880985200405121, 0.17216402292251587, 0.20937052369117737, 0.039978332817554474, 1.0]",15.0,32,1,269,7
"[0.7070095539093018, -0.23609726130962372, 0.5983392000198364, -0.33771735429763794, 0.8720272183418274, -0.02820994146168232, 0.35315680503845215, 0.6541615128517151]","[-0.04641115665435791, 0.10547103732824326, 0.1922915130853653, -0.10331716388463974, -0.3289860486984253, 0.06933382898569107, 0.0]",5.0,114,1,439,7
"[0.5972077250480652, 0.005624671466648579, 0.9867918491363525, 0.6790363788604736, -0.6476816534996033, -0.06014039367437363, -0.34029579162597656, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",2.0,24,1,81,7
